Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0008380~RNA splicing	34	8.585858585858585	4.5870371088919954E-14	CRNKL1, LSM7, TRA2A, SNRPD1, RP9, SYNCRIP, POLR2D, POLR2A, HNRNPM, TARDBP, SRRM2, PPP2CA, PCBP1, CDC40, SRRM1, LSM3, PPWD1, CCAR1, CLNS1A, HNRNPA2B1, SF1, PRPF39, SNW1, HNRNPR, PHAX, ZRANB2, SYF2, CPSF7, SLU7, SNRPC, HNRNPH1, SNRNP27, SNRPF, THOC1	325	284	13528	4.983228602383532	7.946188151919387E-11	7.946188151919387E-11	7.751577157932843E-11
GOTERM_BP_FAT	GO:0006397~mRNA processing	35	8.83838383838384	2.8181986612108625E-13	RNMT, CRNKL1, TRA2A, LSM7, SNRPD1, SYNCRIP, POLR2D, KIN, POLR2A, HNRNPM, TARDBP, SRRM2, PCBP1, CDC40, SRRM1, LSM3, PPWD1, CCAR1, KHDRBS1, CLNS1A, HNRNPA2B1, SF1, PRPF39, SNW1, HNRNPR, PHAX, ZRANB2, SYF2, CPSF7, SLU7, SNRPC, HNRNPH1, SNRNP27, SNRPF, THOC1	325	321	13528	4.538509465612269	4.883153881252156E-10	2.441576940626078E-10	4.763522909456697E-10
GOTERM_BP_FAT	GO:0006396~RNA processing	44	11.11111111111111	5.185077166641498E-12	CHERP, RNMT, CRNKL1, GAR1, RBM3, TRA2A, LSM7, SNRPD1, RP9, ERI1, SYNCRIP, POLR2D, KIN, POLR2A, HNRNPM, TRMT6, TARDBP, SRRM2, PPP2CA, PCBP1, CDC40, SRRM1, LSM3, PPWD1, NSA2, RBMS1, CCAR1, KHDRBS1, CLNS1A, HNRNPA2B1, SF1, PRPF39, SNW1, HNRNPR, PHAX, ZRANB2, CPSF7, SYF2, SLU7, SNRPC, HNRNPH1, SNRNP27, SNRPF, THOC1	325	547	13528	3.3482323161299394	8.985734267774603E-9	2.9952447189174336E-9	8.765610459704476E-9
GOTERM_BP_FAT	GO:0016071~mRNA metabolic process	35	8.83838383838384	1.580841459256595E-11	RNMT, CRNKL1, TRA2A, LSM7, SNRPD1, SYNCRIP, POLR2D, KIN, POLR2A, HNRNPM, TARDBP, SRRM2, PCBP1, CDC40, SRRM1, LSM3, PPWD1, CCAR1, KHDRBS1, CLNS1A, HNRNPA2B1, SF1, PRPF39, SNW1, HNRNPR, PHAX, ZRANB2, SYF2, CPSF7, SLU7, SNRPC, HNRNPH1, SNRNP27, SNRPF, THOC1	325	370	13528	3.9374636174636173	2.739607063428906E-8	6.849017686327841E-9	2.6724944479639134E-8
GOTERM_BP_FAT	GO:0000398~nuclear mRNA splicing, via spliceosome	22	5.555555555555555	9.717592176238989E-11	CLNS1A, CRNKL1, LSM7, HNRNPA2B1, TRA2A, SF1, SNRPD1, SNW1, POLR2D, HNRNPR, POLR2A, PHAX, HNRNPM, PCBP1, CDC40, CPSF7, SRRM1, SLU7, SNRPC, HNRNPH1, SNRPF, CCAR1	325	153	13528	5.9852388134741075	1.6840587935273987E-7	3.3681178179811866E-8	1.6428042259875042E-7
GOTERM_BP_FAT	GO:0000375~RNA splicing, via transesterification reactions	22	5.555555555555555	9.717592176238989E-11	CLNS1A, CRNKL1, LSM7, HNRNPA2B1, TRA2A, SF1, SNRPD1, SNW1, POLR2D, HNRNPR, POLR2A, PHAX, HNRNPM, PCBP1, CDC40, CPSF7, SRRM1, SLU7, SNRPC, HNRNPH1, SNRPF, CCAR1	325	153	13528	5.9852388134741075	1.6840587935273987E-7	3.3681178179811866E-8	1.6428042259875042E-7
GOTERM_BP_FAT	GO:0000377~RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	22	5.555555555555555	9.717592176238989E-11	CLNS1A, CRNKL1, LSM7, HNRNPA2B1, TRA2A, SF1, SNRPD1, SNW1, POLR2D, HNRNPR, POLR2A, PHAX, HNRNPM, PCBP1, CDC40, CPSF7, SRRM1, SLU7, SNRPC, HNRNPH1, SNRPF, CCAR1	325	153	13528	5.9852388134741075	1.6840587935273987E-7	3.3681178179811866E-8	1.6428042259875042E-7
GOTERM_BP_FAT	GO:0015031~protein transport	40	10.1010101010101	5.892260679910858E-6	SNX6, CHMP4B, CHMP6, ATP6AP1, TIMM10, SNX1, PPT1, PEX3, SNX3, SRP19, NACAD, BLZF1, TOMM7, SAR1B, KDELR1, RAB21, GABARAPL2, SRP54, VTA1, IPO11, YWHAB, LIN7C, YWHAE, GABARAP, TIMM8B, LIN7A, PHAX, YWHAG, SEC61B, RAB18, MCFD2, YWHAQ, TOMM20, GOSR1, KPNA4, COL1A1, RERE, EXOC6B, SERP1, F2R	325	762	13528	2.185019180294771	0.010159359341495922	0.0017004389197483594	0.009960673054942859
GOTERM_BP_FAT	GO:0045184~establishment of protein localization	40	10.1010101010101	7.3387986543902886E-6	SNX6, CHMP4B, CHMP6, ATP6AP1, TIMM10, SNX1, PPT1, PEX3, SNX3, SRP19, NACAD, BLZF1, TOMM7, SAR1B, KDELR1, RAB21, GABARAPL2, SRP54, VTA1, IPO11, YWHAB, LIN7C, YWHAE, GABARAP, TIMM8B, LIN7A, PHAX, YWHAG, SEC61B, RAB18, MCFD2, YWHAQ, TOMM20, GOSR1, KPNA4, COL1A1, RERE, EXOC6B, SERP1, F2R	325	769	13528	2.1651295388616587	0.012637650403198308	0.0018152340000252565	0.012405855251429454
GOTERM_BP_FAT	GO:0006605~protein targeting	18	4.545454545454546	1.6670945893880266E-5	SRP54, ATP6AP1, IPO11, YWHAB, TIMM10, PEX3, SRP19, YWHAE, GABARAP, TIMM8B, YWHAG, SEC61B, TOMM7, TOMM20, YWHAQ, KPNA4, RERE, F2R	325	215	13528	3.484851520572451	0.02847763570586903	0.0036048605894962726	0.02817927063641923
