AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001318392	0	0	0	0	0	0	0
NM_144650	0	0	0	0	0	0	0
NM_016451	1169.0	0	8.0	1169.0	880.0	282.0	7.0
NM_001355471	0	0	0	0	0	0	0
NM_194291	162.0	0	0	162.0	88.0	71.0	3.0
NM_015703	279.0	0	0	279.0	229.0	46.0	4.0
NM_001282145	0	0	0	0	0	0	0
NM_019120	8.0	0	0	8.0	8.0	0	0
NM_020961	150.0	0	0	150.0	122.0	26.0	2.0
NM_006725	1.0	0	0	1.0	1.0	0	0
NM_001080449	193.0	0	1.0	193.0	166.0	25.0	2.0
NM_001303100	203.0	0	22.0	203.0	180.0	21.0	2.0
NM_019088	477.0	0	1.0	477.0	407.0	70.0	0
NM_001190316	518.0	0	1.0	518.0	353.0	94.0	71.0
NM_080668	470.0	0	9.0	470.0	431.0	31.0	8.0
NM_001080836	0	0	2.0	0	0	0	0
NM_001318864	270.0	0	117.0	270.0	175.0	86.0	9.0
NM_001145451	0	0	0	0	0	0	0
NM_001079559	1309.0	0	0	1309.0	1153.0	151.0	5.0
NM_000769	0	0	0	0	0	0	0
NM_003482	623.0	0	0	623.0	621.0	0	2.0
NM_001310153	0	0	0	0	0	0	0
NM_014600	82.0	0	1.0	82.0	50.0	32.0	0
NM_015330	230.0	0	9.0	230.0	175.0	50.0	5.0
NM_016504	362.0	0	3.0	362.0	330.0	27.0	5.0
NM_001008530	224.0	0	9.0	224.0	181.0	41.0	2.0
NM_014458	115.0	0	6.0	115.0	99.0	15.0	1.0
NM_006763	202.0	0	1.0	202.0	162.0	38.0	2.0
NM_006139	1.0	0	1.0	1.0	1.0	0	0
NM_207395	30.0	0	9.0	30.0	25.0	4.0	1.0
