AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001002255	0	0	0	0	0	0	0
NM_001320960	0	0	31.0	0	0	0	0
NM_001320917	0	0	9.0	0	0	0	0
NM_015852	0	0	0	0	0	0	0
NM_001319036	337.0	0	12.0	337.0	131.0	60.0	146.0
NM_198268	759.0	0	63.0	759.0	510.0	4.0	245.0
NM_001174116	55.0	0	9.0	55.0	51.0	4.0	0
NM_001206670	0	0	0	0	0	0	0
NM_005807	0	0	0	0	0	0	0
NM_144659	0	0	0	0	0	0	0
NM_001323964	146.0	0	27.0	146.0	70.0	46.0	30.0
NM_053050	275.0	0	3.0	275.0	191.0	48.0	36.0
NM_004781	279.0	0	36.0	279.0	70.0	17.0	192.0
NM_001353790	396.0	0	58.0	396.0	287.0	48.0	61.0
NM_001004719	0	0	0	0	0	0	0
NM_001472	0	0	0	0	0	0	0
NM_022171	150.0	0	4.0	150.0	39.0	19.0	92.0
NM_001099285	234.0	0	73.0	234.0	113.0	111.0	10.0
NM_006742	190.0	0	59.0	190.0	91.0	20.0	79.0
NM_138815	0	0	0	0	0	0	0
NM_052864	52.0	0	2.0	52.0	15.0	18.0	19.0
NM_032683	148.0	0	1.0	148.0	74.0	7.0	67.0
NM_000858	593.0	0	48.0	593.0	349.0	67.0	177.0
NM_002788	166.0	0	11.0	166.0	126.0	26.0	14.0
NM_001004738	0	0	0	0	0	0	0
NM_001206741	0	0	1.0	0	0	0	0
NM_001354103	151.0	0	16.0	151.0	76.0	4.0	71.0
NM_198531	127.0	0	40.0	127.0	102.0	5.0	20.0
NM_006020	190.0	0	20.0	190.0	139.0	1.0	50.0
NM_015149	79.0	0	29.0	79.0	42.0	11.0	26.0
NM_017504	0	0	0	0	0	0	0
NM_001354670	0	0	8.0	0	0	0	0
NM_001270643	0	0	0	0	0	0	0
NM_015532	0	0	0	0	0	0	0
NM_005730	864.0	0	47.0	864.0	223.0	135.0	506.0
NM_003246	744.0	0	10.0	744.0	562.0	31.0	151.0
NM_001142784	140.0	0	6.0	140.0	111.0	3.0	26.0
NM_005649	8.0	0	7.0	8.0	6.0	2.0	0
NM_001290009	0	0	2.0	0	0	0	0
NM_001330239	418.0	0	42.0	418.0	307.0	66.0	45.0
NM_001080474	0	0	0	0	0	0	0
NM_001346817	18.0	0	2.0	18.0	4.0	3.0	11.0
NM_152387	52.0	0	4.0	52.0	33.0	15.0	4.0
NM_006180	1.0	0	1.0	1.0	0	0	1.0
NM_139072	252.0	0	48.0	252.0	206.0	11.0	35.0
NM_052969	0	0	1.0	0	0	0	0
NM_016570	84.0	0	9.0	84.0	61.0	10.0	13.0
NM_153240	54.0	0	13.0	54.0	49.0	2.0	3.0
NM_206808	0	0	17.0	0	0	0	0
NM_020328	263.0	0	35.0	263.0	117.0	7.0	139.0
NM_014390	1558.0	0	97.0	1558.0	1189.0	150.0	219.0
NM_000436	95.0	0	25.0	95.0	53.0	11.0	31.0
NM_032208	483.0	0	177.0	483.0	184.0	89.0	210.0
NM_001287595	0	0	0	0	0	0	0
NM_017682	5.0	0	1.0	5.0	4.0	0	1.0
NM_001035005	0	0	0	0	0	0	0
NM_002229	287.0	0	0	287.0	184.0	66.0	37.0
NM_001166285	3767.0	0	61.0	3767.0	3097.0	432.0	238.0
NM_203408	0	0	0	0	0	0	0
NM_018449	250.0	0	87.0	250.0	219.0	4.0	27.0
NM_014365	45.0	0	1.0	45.0	12.0	14.0	19.0
NM_004263	353.0	0	7.0	353.0	211.0	14.0	128.0
NM_022492	206.0	0	13.0	206.0	136.0	5.0	65.0
NM_002660	1364.0	0	50.0	1364.0	1055.0	49.0	260.0
NM_002386	76.0	0	0	76.0	28.0	35.0	13.0
NM_007359	371.0	0	17.0	371.0	220.0	9.0	142.0
NM_016341	182.0	0	45.0	182.0	165.0	14.0	3.0
NM_001046	365.0	0	23.0	365.0	286.0	36.0	43.0
NM_015404	60.0	0	14.0	60.0	48.0	6.0	6.0
NM_016069	0	0	0	0	0	0	0
NM_001012964	0	0	0	0	0	0	0
NM_175064	0	0	0	0	0	0	0
NM_014426	172.0	0	555.0	172.0	83.0	76.0	13.0
NM_006559	757.0	0	50.0	757.0	526.0	50.0	181.0
NM_080794	101.0	0	6.0	101.0	90.0	5.0	6.0
NM_001008409	0	0	23.0	0	0	0	0
NM_001348161	0	0	0	0	0	0	0
NM_003201	250.0	0	5.0	250.0	67.0	51.0	132.0
NM_003524	2344.0	0	0	2344.0	2286.0	0	58.0
NM_145046	2.0	0	8.0	2.0	2.0	0	0
NM_021813	6.0	0	40.0	6.0	4.0	1.0	1.0
NM_014824	52.0	0	21.0	52.0	31.0	0	21.0
NM_024818	68.0	0	6.0	68.0	39.0	19.0	10.0
NM_001201479	0	0	4.0	0	0	0	0
NM_207360	4.0	0	0	4.0	1.0	0	3.0
NM_080664	62.0	0	31.0	62.0	20.0	10.0	32.0
NM_145715	8.0	0	0	8.0	5.0	2.0	1.0
NM_001153585	45.0	0	9.0	45.0	6.0	0	39.0
NM_001329595	0	0	0	0	0	0	0
NM_001843	0	0	3.0	0	0	0	0
NM_001256617	1221.0	0	40.0	1221.0	1108.0	68.0	45.0
NM_001304372	186.0	0	27.0	186.0	51.0	25.0	110.0
NM_001002758	0	0	0	0	0	0	0
NM_022143	36.0	0	0	36.0	30.0	2.0	4.0
NM_007252	0	0	2.0	0	0	0	0
NM_031370	184.0	0	50.0	184.0	94.0	54.0	36.0
NM_001002836	982.0	0	125.0	982.0	711.0	71.0	200.0
NM_032825	26.0	0	19.0	26.0	19.0	2.0	5.0
NM_001134404	226.0	0	4.0	226.0	13.0	5.0	208.0
NM_001301056	82.0	0	21.0	82.0	32.0	20.0	30.0
NM_001286588	51.0	0	38.0	51.0	28.0	8.0	15.0
NM_001308384	95.0	0	26.0	95.0	49.0	9.0	37.0
NM_001005236	0	0	0	0	0	0	0
NM_006259	0	0	0	0	0	0	0
NM_001159352	1.0	0	0	1.0	1.0	0	0
NM_020682	29.0	0	155.0	29.0	22.0	2.0	5.0
NM_024645	0	0	2.0	0	0	0	0
NM_001031804	159.0	0	0	159.0	95.0	33.0	31.0
NM_006134	64.0	0	6.0	64.0	18.0	13.0	33.0
NM_001330552	60.0	0	20.0	60.0	51.0	3.0	6.0
NM_001004734	0	0	0	0	0	0	0
NM_001286495	13.0	0	2.0	13.0	12.0	0	1.0
NM_001329454	0	0	0	0	0	0	0
NM_005089	9.0	0	17.0	9.0	9.0	0	0
NM_021199	17.0	0	0	17.0	14.0	3.0	0
NM_020685	9.0	0	1.0	9.0	4.0	3.0	2.0
NM_002098	19.0	0	18.0	19.0	6.0	2.0	11.0
NM_001039763	0	0	0	0	0	0	0
NM_152609	156.0	0	27.0	156.0	107.0	14.0	35.0
NM_001744	113.0	0	19.0	113.0	63.0	7.0	43.0
NM_015434	235.0	0	25.0	235.0	218.0	3.0	14.0
NM_001190462	0	0	0	0	0	0	0
NM_033064	0	0	1.0	0	0	0	0
NM_005739	6.0	0	3.0	6.0	5.0	0	1.0
NM_024871	31.0	0	6.0	31.0	11.0	2.0	18.0
NM_003687	642.0	0	33.0	642.0	534.0	58.0	50.0
NM_001135638	828.0	0	155.0	828.0	273.0	180.0	375.0
NM_033104	252.0	0	21.0	252.0	131.0	23.0	98.0
NM_001300755	91.0	0	32.0	91.0	52.0	16.0	23.0
NM_001131034	153.0	0	149.0	153.0	98.0	40.0	15.0
NM_005221	5.0	0	2.0	5.0	3.0	2.0	0
NM_003918	60.0	0	5.0	60.0	33.0	5.0	22.0
NM_080621	15.0	0	1.0	15.0	3.0	3.0	9.0
NM_001206864	103.0	0	16.0	103.0	44.0	18.0	41.0
NM_016287	602.0	0	170.0	602.0	380.0	20.0	202.0
NM_014243	20.0	0	3.0	20.0	16.0	1.0	3.0
NM_006610	0	0	0	0	0	0	0
NM_001261451	717.0	0	15.0	717.0	309.0	21.0	387.0
NM_001109997	0	0	0	0	0	0	0
NM_001206559	26.0	0	78.0	26.0	13.0	7.0	6.0
NM_182314	75.0	0	18.0	75.0	45.0	12.0	18.0
NM_024852	233.0	0	78.0	233.0	170.0	46.0	17.0
NM_031902	303.0	0	23.0	303.0	208.0	60.0	35.0
NM_198489	75.0	0	27.0	75.0	55.0	18.0	2.0
NM_176884	0	0	0	0	0	0	0
NM_001256760	0	0	4.0	0	0	0	0
NM_203500	1437.0	0	65.0	1437.0	1244.0	56.0	137.0
NM_001351370	429.0	0	75.0	429.0	297.0	15.0	117.0
NM_138639	198.0	0	88.0	198.0	167.0	1.0	30.0
NM_001323552	59.0	0	3.0	59.0	39.0	3.0	17.0
NM_001308231	9.0	0	19.0	9.0	4.0	2.0	3.0
NM_001348195	0	0	0	0	0	0	0
NM_014470	11.0	0	0	11.0	3.0	1.0	7.0
NM_005908	73.0	0	53.0	73.0	58.0	4.0	11.0
NM_018989	232.0	0	15.0	232.0	141.0	17.0	74.0
NM_001005353	23.0	0	6.0	23.0	0	3.0	20.0
NM_002776	0	0	0	0	0	0	0
NM_007257	221.0	0	3.0	221.0	78.0	55.0	88.0
NM_015965	835.0	0	25.0	835.0	707.0	51.0	77.0
NM_033328	0	0	0	0	0	0	0
NM_000459	5.0	0	2.0	5.0	4.0	1.0	0
NM_006016	503.0	0	18.0	503.0	167.0	62.0	274.0
NM_015909	337.0	0	51.0	337.0	324.0	8.0	5.0
NM_001288724	121.0	0	12.0	121.0	117.0	3.0	1.0
NM_005222	50.0	0	7.0	50.0	37.0	0	13.0
NM_001004464	0	0	0	0	0	0	0
NM_013340	1.0	0	0	1.0	1.0	0	0
NM_001159522	0	0	0	0	0	0	0
NM_016943	0	0	0	0	0	0	0
NM_021167	458.0	0	22.0	458.0	160.0	126.0	172.0
NM_018019	72.0	0	4.0	72.0	25.0	2.0	45.0
NM_001145415	359.0	0	27.0	359.0	326.0	13.0	20.0
NM_006415	284.0	0	45.0	284.0	179.0	4.0	101.0
NM_001122853	0	0	0	0	0	0	0
NM_031910	13.0	0	1.0	13.0	6.0	0	7.0
NM_020130	0	0	0	0	0	0	0
NM_003126	0	0	0	0	0	0	0
NM_014663	524.0	0	55.0	524.0	384.0	25.0	115.0
NM_014423	476.0	0	66.0	476.0	242.0	36.0	198.0
NM_007030	31.0	0	0	31.0	6.0	0	25.0
NM_000372	0	0	0	0	0	0	0
NM_001291314	2.0	0	12.0	2.0	1.0	1.0	0
NM_018227	218.0	0	36.0	218.0	138.0	17.0	63.0
NM_001354992	0	0	0	0	0	0	0
NM_006942	2.0	0	0	2.0	0	1.0	1.0
NM_001137675	394.0	0	2.0	394.0	137.0	19.0	238.0
NM_001278237	34.0	0	2.0	34.0	6.0	23.0	5.0
NM_199072	20.0	0	0	20.0	18.0	0	2.0
NM_180990	0	0	0	0	0	0	0
NM_001354118	13.0	0	6.0	13.0	5.0	0	8.0
NM_015564	0	0	0	0	0	0	0
NM_001103150	0	0	0	0	0	0	0
NM_207318	194.0	0	4.0	194.0	73.0	36.0	85.0
NM_001206929	9.0	0	2.0	9.0	8.0	1.0	0
NM_152709	2.0	0	1.0	2.0	2.0	0	0
NM_001322177	253.0	0	3.0	253.0	159.0	25.0	69.0
NM_022146	0	0	0	0	0	0	0
NM_003405	434.0	0	20.0	434.0	193.0	119.0	122.0
NM_000693	155.0	0	7.0	155.0	83.0	12.0	60.0
NM_153366	1.0	0	0	1.0	1.0	0	0
NM_000110	329.0	0	172.0	329.0	254.0	51.0	24.0
NM_016498	138.0	0	2.0	138.0	67.0	16.0	55.0
NM_018462	423.0	0	15.0	423.0	123.0	37.0	263.0
NM_152698	0	0	0	0	0	0	0
NM_003239	151.0	0	13.0	151.0	72.0	40.0	39.0
NM_004267	137.0	0	0	137.0	75.0	49.0	13.0
NM_138938	0	0	0	0	0	0	0
NM_018946	393.0	0	16.0	393.0	331.0	60.0	2.0
NM_001004330	0	0	0	0	0	0	0
NM_001163735	687.0	0	153.0	687.0	526.0	98.0	63.0
NM_017580	519.0	0	21.0	519.0	444.0	19.0	56.0
NM_001938	506.0	0	10.0	506.0	119.0	283.0	104.0
NM_001348017	44.0	0	192.0	44.0	12.0	28.0	4.0
NM_001330178	128.0	0	15.0	128.0	54.0	23.0	51.0
NM_005178	34.0	0	6.0	34.0	31.0	2.0	1.0
NM_152421	401.0	0	64.0	401.0	300.0	21.0	80.0
NM_003211	64.0	0	24.0	64.0	38.0	14.0	12.0
NM_021733	0	0	1.0	0	0	0	0
NM_001139442	103.0	0	54.0	103.0	96.0	0	7.0
NM_003833	2.0	0	0	2.0	1.0	0	1.0
NM_000153	0	0	0	0	0	0	0
NM_018206	236.0	0	88.0	236.0	176.0	7.0	53.0
NM_001199179	154.0	0	19.0	154.0	121.0	14.0	19.0
NM_015649	525.0	0	0	525.0	405.0	83.0	37.0
NM_006743	1334.0	0	40.0	1334.0	738.0	116.0	480.0
NM_178424	1.0	0	0	1.0	1.0	0	0
NM_001324318	231.0	0	24.0	231.0	179.0	2.0	50.0
NM_015960	40.0	0	13.0	40.0	26.0	6.0	8.0
NM_001287740	0	0	0	0	0	0	0
NM_152558	238.0	0	37.0	238.0	109.0	21.0	108.0
NM_001164457	0	0	0	0	0	0	0
NM_000311	160.0	0	2.0	160.0	78.0	9.0	73.0
NM_001098615	43.0	0	3.0	43.0	19.0	5.0	19.0
NM_033223	0	0	5.0	0	0	0	0
NM_021930	84.0	0	19.0	84.0	55.0	23.0	6.0
NM_001351517	406.0	0	79.0	406.0	110.0	151.0	145.0
NM_001144932	1282.0	0	19.0	1282.0	694.0	67.0	521.0
NM_199069	272.0	0	3.0	272.0	214.0	31.0	27.0
NM_001290268	0	0	3.0	0	0	0	0
NM_001011658	37.0	0	10.0	37.0	5.0	9.0	23.0
NM_004888	402.0	0	20.0	402.0	195.0	71.0	136.0
NM_017533	0	0	0	0	0	0	0
NM_198514	206.0	0	15.0	206.0	126.0	22.0	58.0
NM_001199570	75.0	0	7.0	75.0	56.0	2.0	17.0
NM_002995	0	0	0	0	0	0	0
NM_001007561	748.0	0	6.0	748.0	315.0	13.0	420.0
NM_002187	0	0	0	0	0	0	0
NM_032129	11.0	0	2.0	11.0	7.0	0	4.0
NM_139320	1.0	0	0	1.0	1.0	0	0
NM_001003937	0	0	0	0	0	0	0
NM_006370	215.0	0	10.0	215.0	122.0	49.0	44.0
NM_001320651	2.0	0	0	2.0	0	2.0	0
NM_019037	347.0	0	14.0	347.0	309.0	36.0	2.0
NM_004269	145.0	0	120.0	145.0	63.0	9.0	73.0
NM_001886	1.0	0	0	1.0	1.0	0	0
NM_139240	4.0	0	5.0	4.0	4.0	0	0
NM_173354	0	0	0	0	0	0	0
NM_177995	157.0	0	35.0	157.0	95.0	36.0	26.0
NM_078469	234.0	0	71.0	234.0	171.0	22.0	41.0
NM_001004343	15.0	0	0	15.0	11.0	0	4.0
NM_018372	74.0	0	8.0	74.0	38.0	19.0	17.0
NM_005492	0	0	0	0	0	0	0
NM_001018088	49.0	0	5.0	49.0	48.0	0	1.0
NM_021020	1558.0	0	14.0	1558.0	709.0	40.0	809.0
NM_199353	0	0	0	0	0	0	0
NM_198207	1.0	0	0	1.0	1.0	0	0
NM_152869	1.0	0	1.0	1.0	1.0	0	0
NM_001004457	0	0	0	0	0	0	0
NM_001025616	72.0	0	39.0	72.0	49.0	20.0	3.0
NM_006660	120.0	0	10.0	120.0	64.0	21.0	35.0
NM_001145475	0	0	0	0	0	0	0
NM_058222	0	0	0	0	0	0	0
NM_002619	0	0	0	0	0	0	0
NM_178832	10.0	0	3.0	10.0	2.0	2.0	6.0
NM_138333	0	0	0	0	0	0	0
NM_148961	1.0	0	0	1.0	0	1.0	0
NM_001005375	0	0	0	0	0	0	0
NM_001260504	1.0	0	1.0	1.0	1.0	0	0
NM_024409	18.0	0	9.0	18.0	10.0	8.0	0
NM_001172285	0	0	0	0	0	0	0
NM_025263	172.0	0	14.0	172.0	62.0	11.0	99.0
NM_001351580	434.0	0	35.0	434.0	331.0	57.0	46.0
NM_005943	329.0	0	12.0	329.0	131.0	0	198.0
NM_032436	57.0	0	18.0	57.0	31.0	18.0	8.0
NM_001015885	566.0	0	15.0	566.0	420.0	11.0	135.0
NM_001330602	851.0	0	146.0	851.0	753.0	87.0	11.0
NM_053049	0	0	0	0	0	0	0
NM_001304968	20.0	0	0	20.0	0	0	20.0
NM_001001480	0	0	0	0	0	0	0
NM_207359	79.0	0	6.0	79.0	61.0	2.0	16.0
NM_015253	1278.0	0	69.0	1278.0	606.0	105.0	567.0
NM_007237	1.0	0	2.0	1.0	1.0	0	0
NM_001288804	0	0	0	0	0	0	0
NM_177980	2.0	0	5.0	2.0	2.0	0	0
NM_005773	45.0	0	10.0	45.0	39.0	6.0	0
NM_002886	340.0	0	0	340.0	83.0	117.0	140.0
NM_001752	151.0	0	1.0	151.0	113.0	13.0	25.0
NM_001316996	0	0	0	0	0	0	0
NM_012378	0	0	0	0	0	0	0
NM_018128	477.0	0	29.0	477.0	385.0	35.0	57.0
NM_000638	0	0	0	0	0	0	0
NM_152383	141.0	0	59.0	141.0	113.0	12.0	16.0
NM_006426	625.0	0	10.0	625.0	430.0	23.0	172.0
NM_001172688	377.0	0	70.0	377.0	230.0	48.0	99.0
NM_004538	19.0	0	0	19.0	13.0	4.0	2.0
NM_001098835	0	0	0	0	0	0	0
NM_004784	0	0	2.0	0	0	0	0
NM_001164093	390.0	0	4.0	390.0	252.0	18.0	120.0
NM_001164537	141.0	0	36.0	141.0	76.0	3.0	62.0
NM_001128205	232.0	0	57.0	232.0	145.0	21.0	66.0
NM_001002296	133.0	0	7.0	133.0	51.0	6.0	76.0
NM_001501	0	0	0	0	0	0	0
NM_022789	0	0	0	0	0	0	0
NM_001321337	0	0	1.0	0	0	0	0
NM_001098525	67.0	0	12.0	67.0	39.0	4.0	24.0
NM_000303	355.0	0	26.0	355.0	90.0	21.0	244.0
NM_032271	815.0	0	35.0	815.0	543.0	20.0	252.0
NM_015379	438.0	0	120.0	438.0	235.0	128.0	75.0
NM_001354107	103.0	0	36.0	103.0	77.0	11.0	15.0
NM_031302	60.0	0	15.0	60.0	40.0	14.0	6.0
NM_170665	1282.0	0	45.0	1282.0	794.0	203.0	285.0
NM_032802	30.0	0	3.0	30.0	17.0	10.0	3.0
NM_198483	0	0	1.0	0	0	0	0
NM_033225	328.0	0	88.0	328.0	297.0	0	31.0
NM_014703	237.0	0	55.0	237.0	206.0	8.0	23.0
NM_001080476	0	0	0	0	0	0	0
NM_001004730	0	0	0	0	0	0	0
NM_012097	132.0	0	19.0	132.0	16.0	64.0	52.0
NM_001258320	157.0	0	8.0	157.0	43.0	4.0	110.0
NM_001354067	119.0	0	31.0	119.0	98.0	10.0	11.0
NM_021257	1.0	0	22.0	1.0	0	0	1.0
NM_005547	0	0	0	0	0	0	0
NM_001322189	0	0	1.0	0	0	0	0
NM_152384	70.0	0	4.0	70.0	32.0	8.0	30.0
NM_019896	322.0	0	8.0	322.0	156.0	38.0	128.0
NM_020870	74.0	0	7.0	74.0	52.0	4.0	18.0
NM_001242597	383.0	0	4.0	383.0	246.0	129.0	8.0
NM_002820	6.0	0	0	6.0	1.0	3.0	2.0
NM_080669	135.0	0	4.0	135.0	47.0	2.0	86.0
NM_001350748	3.0	0	4.0	3.0	1.0	1.0	1.0
NM_001004063	0	0	0	0	0	0	0
NM_032300	90.0	0	13.0	90.0	52.0	1.0	37.0
NM_053043	353.0	0	72.0	353.0	197.0	29.0	127.0
NM_003645	0	0	6.0	0	0	0	0
NM_031449	293.0	0	50.0	293.0	205.0	9.0	79.0
NM_178548	11.0	0	7.0	11.0	8.0	0	3.0
NM_001008401	0	0	0	0	0	0	0
NM_002037	737.0	0	97.0	737.0	410.0	250.0	77.0
NM_001015053	744.0	0	84.0	744.0	686.0	35.0	23.0
NM_003629	0	0	0	0	0	0	0
NM_152338	0	0	0	0	0	0	0
NM_001351502	99.0	0	18.0	99.0	19.0	15.0	65.0
NM_001326334	440.0	0	291.0	440.0	345.0	9.0	86.0
NM_025187	190.0	0	24.0	190.0	86.0	11.0	93.0
NM_001128202	1.0	0	277.0	1.0	1.0	0	0
NM_004187	926.0	0	25.0	926.0	800.0	68.0	58.0
NM_001003690	271.0	0	50.0	271.0	214.0	2.0	55.0
NM_001013659	3.0	0	1.0	3.0	0	3.0	0
NM_012473	242.0	0	23.0	242.0	108.0	18.0	116.0
NM_005012	0	0	1.0	0	0	0	0
NM_003466	0	0	1.0	0	0	0	0
NM_001143912	122.0	0	24.0	122.0	56.0	10.0	56.0
NM_015458	291.0	0	25.0	291.0	146.0	41.0	104.0
NM_016530	95.0	0	12.0	95.0	29.0	0	66.0
NM_006536	0	0	0	0	0	0	0
NM_001319988	71.0	0	34.0	71.0	46.0	12.0	13.0
NM_001185149	0	0	0	0	0	0	0
NM_001271838	80.0	0	35.0	80.0	65.0	6.0	9.0
NM_001355247	0	0	0	0	0	0	0
NM_001289	2.0	0	1.0	2.0	2.0	0	0
NM_001024822	0	0	0	0	0	0	0
NM_001166247	0	0	2.0	0	0	0	0
NM_021908	78.0	0	41.0	78.0	59.0	11.0	8.0
NM_004958	923.0	0	50.0	923.0	842.0	15.0	66.0
NM_005110	172.0	0	31.0	172.0	121.0	10.0	41.0
NM_152516	217.0	0	77.0	217.0	199.0	5.0	13.0
NM_003693	2.0	0	0	2.0	2.0	0	0
NM_001256695	134.0	0	187.0	134.0	90.0	5.0	39.0
NM_001110213	0	0	0	0	0	0	0
NM_002858	143.0	0	32.0	143.0	90.0	18.0	35.0
NM_002176	0	0	0	0	0	0	0
NM_182752	76.0	0	0	76.0	25.0	4.0	47.0
NM_019606	2079.0	0	12.0	2079.0	1556.0	237.0	286.0
NM_194286	0	0	236.0	0	0	0	0
NM_000447	185.0	0	29.0	185.0	137.0	29.0	19.0
NM_014477	0	0	0	0	0	0	0
NM_002066	0	0	0	0	0	0	0
NM_015937	722.0	0	21.0	722.0	597.0	20.0	105.0
NM_032510	133.0	0	14.0	133.0	59.0	13.0	61.0
NM_025217	11.0	0	1.0	11.0	4.0	1.0	6.0
NM_001258415	1.0	0	0	1.0	1.0	0	0
NM_003708	1.0	0	0	1.0	1.0	0	0
NM_001291303	121.0	0	13.0	121.0	115.0	0	6.0
NM_004307	160.0	0	65.0	160.0	77.0	24.0	59.0
NM_001145197	0	0	0	0	0	0	0
NM_021204	184.0	0	7.0	184.0	78.0	51.0	55.0
NM_001013703	371.0	0	41.0	371.0	338.0	15.0	18.0
NM_018230	363.0	0	19.0	363.0	325.0	21.0	17.0
NM_012429	91.0	0	17.0	91.0	48.0	2.0	41.0
NM_001256867	0	0	0	0	0	0	0
NM_024015	31.0	0	1.0	31.0	20.0	0	11.0
NM_020737	2.0	0	1.0	2.0	2.0	0	0
NM_004090	579.0	0	10.0	579.0	212.0	15.0	352.0
NM_033419	92.0	0	6.0	92.0	31.0	1.0	60.0
NM_020957	70.0	0	0	70.0	59.0	2.0	9.0
NM_017577	7.0	0	17.0	7.0	4.0	0	3.0
NM_000824	37.0	0	5.0	37.0	24.0	7.0	6.0
NM_001258020	0	0	20.0	0	0	0	0
NM_001323523	129.0	0	20.0	129.0	72.0	43.0	14.0
NM_030652	43.0	0	4.0	43.0	38.0	0	5.0
NM_018378	9.0	0	6.0	9.0	8.0	1.0	0
NM_018937	7.0	0	0	7.0	4.0	1.0	2.0
NM_001172831	0	0	0	0	0	0	0
NM_012419	140.0	0	144.0	140.0	63.0	44.0	33.0
NM_001350134	22.0	0	5.0	22.0	16.0	0	6.0
NM_001135733	26.0	0	0	26.0	0	3.0	23.0
NM_001282290	14.0	0	3.0	14.0	11.0	0	3.0
NM_001101391	0	0	2.0	0	0	0	0
NM_018283	72.0	0	0	72.0	25.0	5.0	42.0
NM_001010909	0	0	0	0	0	0	0
NM_172107	2.0	0	1.0	2.0	2.0	0	0
NM_003860	70.0	0	10.0	70.0	40.0	18.0	12.0
NM_001351943	23.0	0	6.0	23.0	15.0	2.0	6.0
NM_020526	1.0	0	1.0	1.0	1.0	0	0
NM_001256214	204.0	0	6.0	204.0	181.0	14.0	9.0
NM_019062	0	0	0	0	0	0	0
NM_001304438	0	0	0	0	0	0	0
NM_024757	777.0	0	128.0	777.0	668.0	10.0	99.0
NM_194449	471.0	0	66.0	471.0	418.0	24.0	29.0
NM_001098537	17.0	0	8.0	17.0	14.0	0	3.0
NM_001105669	3.0	0	0	3.0	3.0	0	0
NM_007110	91.0	0	9.0	91.0	88.0	0	3.0
NM_003101	306.0	0	19.0	306.0	167.0	28.0	111.0
NM_014450	0	0	0	0	0	0	0
NM_002988	0	0	0	0	0	0	0
NM_005422	15.0	0	4.0	15.0	14.0	0	1.0
NM_001282488	44.0	0	8.0	44.0	42.0	0	2.0
NM_001300837	0	0	0	0	0	0	0
NM_005184	1862.0	0	24.0	1862.0	506.0	231.0	1125.0
NM_014675	117.0	0	31.0	117.0	108.0	2.0	7.0
NM_000542	0	0	0	0	0	0	0
NM_020783	0	0	0	0	0	0	0
NM_005431	43.0	0	11.0	43.0	27.0	5.0	11.0
NM_001318253	324.0	0	27.0	324.0	194.0	31.0	99.0
NM_006285	78.0	0	1.0	78.0	51.0	19.0	8.0
NM_001282934	129.0	0	24.0	129.0	97.0	0	32.0
NM_004394	256.0	0	21.0	256.0	24.0	7.0	225.0
NM_000903	871.0	0	20.0	871.0	535.0	209.0	127.0
NM_152344	45.0	0	49.0	45.0	0	38.0	7.0
NM_033199	0	0	0	0	0	0	0
NM_153267	105.0	0	26.0	105.0	73.0	22.0	10.0
NM_006195	243.0	0	212.0	243.0	165.0	30.0	48.0
NM_025004	46.0	0	15.0	46.0	32.0	8.0	6.0
NM_000393	5935.0	0	150.0	5935.0	5121.0	303.0	511.0
NM_001719	83.0	0	7.0	83.0	40.0	22.0	21.0
NM_206918	1.0	0	0	1.0	1.0	0	0
NM_001286402	0	0	0	0	0	0	0
NM_006473	229.0	0	6.0	229.0	219.0	10.0	0
NM_004369	14.0	0	1.0	14.0	14.0	0	0
NM_002428	17.0	0	1.0	17.0	11.0	3.0	3.0
NM_024014	25.0	0	1.0	25.0	24.0	0	1.0
NM_020721	0	0	0	0	0	0	0
NM_001283027	54.0	0	9.0	54.0	22.0	16.0	16.0
NM_001256182	261.0	0	394.0	261.0	174.0	83.0	4.0
NM_001142568	289.0	0	57.0	289.0	142.0	17.0	130.0
NM_001330173	61.0	0	16.0	61.0	39.0	11.0	11.0
NM_032324	119.0	0	14.0	119.0	74.0	25.0	20.0
NM_001114123	355.0	0	1.0	355.0	208.0	55.0	92.0
NM_001287343	487.0	0	13.0	487.0	241.0	45.0	201.0
NM_181836	3.0	0	0	3.0	3.0	0	0
NM_001290341	0	0	1.0	0	0	0	0
NM_005735	421.0	0	26.0	421.0	230.0	30.0	161.0
NM_017673	17.0	0	17.0	17.0	13.0	1.0	3.0
NM_001462	0	0	0	0	0	0	0
NM_018659	26.0	0	2.0	26.0	12.0	5.0	9.0
NM_025087	0	0	0	0	0	0	0
NM_207420	0	0	0	0	0	0	0
NM_004125	0	0	1.0	0	0	0	0
NM_001286645	1158.0	0	60.0	1158.0	561.0	15.0	582.0
NM_016565	117.0	0	10.0	117.0	63.0	18.0	36.0
NM_006627	203.0	0	11.0	203.0	111.0	6.0	86.0
NM_000355	74.0	0	2.0	74.0	45.0	7.0	22.0
NM_019601	3.0	0	1.0	3.0	3.0	0	0
NM_005008	586.0	0	11.0	586.0	346.0	74.0	166.0
NM_001283053	2.0	0	1.0	2.0	1.0	1.0	0
NM_152435	2.0	0	0	2.0	2.0	0	0
NM_001320816	389.0	0	162.0	389.0	281.0	0	108.0
NM_016946	5.0	0	0	5.0	2.0	0	3.0
