AccNum	GeneName	TE0	TE1	TE2	TE3	TE4
NM_017847	ODR4	0.4010880907486953	0.42220138034384225	0.3745753893666296	0.30408303624403066	0.2957977012997379
NM_001143986	TLE6	0.7460238487919116	1.2666041410352915	0.38776466364082607	1.1251072341044612	0.6785947265145491
NM_001003803	ATP5S	0.2670949582094395	0.26451170816789327	0.18933110337367054	0.1549060684632044	0.19139851260586996
NM_001003800	BICD2	1.1584961164887329	1.2535799339298614	1.3143947753456966	1.0302538356391506	0.8684045558125992
NM_016649	ESF1	0.1838029772381596	0.21110069017211386	0.06305116481949569	0.12982006547317834	0.1739986478239271
NM_016647	THEM6	0.9607882901112166	0.8633781036266831	0.7755293272818189	0.6094330851410437	0.6785947265118826
NM_016644	PRR16	1.1386679797357204	1.2103106236554424	0.8401567712207897	1.2188661702764894	0.2908263113628044
NM_016640	MRPS30	0.6769967311105307	0.6802133350023976	0.8300587331051066	0.7688232766382944	0.5619976944660194
NM_003279	TNNC2	0.2873199958182649	0.5643285776898928	0.5783608542436157	0.3989741964915542	0.3099753689016149
NM_001304467	EEF1AKMT2	1.6412524673487077	1.1962372443120184	0.5744661683548434	1.2001143830435168	0.9330677489553275
NM_001080825	TMEM120B	0.8441848815277293	0.7082087670307788	0.5757717732844139	0.7143537994302558	0.5189253790981422
NM_001008781	FAT3	2.3981181852111644	2.609879234921439	1.3547467195878726	0.8830561029566436	0.7737310460144953
NM_002223	ITPR2	0.9155747235182685	1.3872331068489234	0.42177910781912575	0.4167063830020819	0.3392973632577429
NM_001253384	RPL15	0.6269107973041491	0.6895955878978431	1.1171315309654364	1.0715306991456723	0.6062112890189457
NM_001145313	FSD1L	0.646554002287612	1.0132833128290735	0.7324443646539506	0.8750834043021638	0.5089460448843398
NM_003363	USP4	0.23110521402780188	0.24937040593456988	0.2677422677521964	0.2002618054239588	0.22081256973821528
NM_207118	GTF2H5	0.15798152092058806	0.1876450579309512	0.17071400285998606	0.312529787250669	0.2065288298083798
NM_001282735	SPATS2L	0.9786626620862899	0.9304779851593008	0.7376894905379557	0.4158596646596843	0.3391046901369117
NM_001282730	SUPT7L	0.746023848792964	0.7059760786118957	0.6332037204023319	0.6866851663525507	0.5498957266586649
NM_004109	FDX1	0.4973492325276837	0.4578803702350421	0.9971091350707275	0.6202514239307014	0.5881154296452565
NM_004101	F2RL2	0.6927364310219442	0.49029837717529107	0.3785321716490461	0.37503574470161855	0.2458676545333418
NM_007101	SARDH	0.9414110472841156	0.8777344486125096	1.2925488787996788	1.078227766013774	1.4702885741181366
NM_007100	ATP5ME	0.38720961009910293	0.3931508266513541	0.33126402402923655	0.3750357447017521	0.21542689730623835
NM_000485	APRT	0.5785138642247447	0.5328062489969674	0.520037175362916	0.5391138830093182	0.5210638078584695
NM_007108	ELOB	0.47509939844200716	0.46942748552893826	0.7128421992090322	0.6094330851376139	0.3884535183575086
NM_016643	ZNF771	1.7553502324475856	1.7299958999549827	1.6194877128544587	1.1734989430937492	0.9166981393249168
NM_001350532	SNX14	0.7141424877326589	1.0407754957350743	0.6333489506099647	0.44025935247585896	0.6320245001843723
NM_001350531	LARP1B	1.1604815425594985	1.3721544861208348	0.41361564121618594	0.5625536170517094	0.33929736325627635
NM_001350530	MIER1	0.37007482263019464	0.44488161978573365	0.29906032882065314	0.2933447904092372	0.23603294835263722
NM_014177	TIMM21	0.5551805386369156	0.6147844661158797	0.9890808811683864	0.7174596855165525	0.39207695309599344
NM_020992	PDLIM1	0.31745695693383763	0.2849859317337673	0.2585097757603315	0.4904313584550147	0.25635800779441453
