AccNum	GeneName	TE0	TE1	TE2	TE3	TE4	TE5	foldTE1	foldTE2	foldTE3	foldTE4	foldTE5
NM_001003803	ATP5S	1.7708817698755897	1.77166333908837	1.6234040288272449	1.465394162302546	0.6471033981070322	1.930694135053594	0.0007815692127803864	-0.14747774104834477	-0.3054876075730437	-1.1237783717685574	0.15981236517800435
NM_001003800	BICD2	-0.7222323188369177	-0.6067124435704461	-0.5900999771121418	-0.6800049453828221	-0.49153107125069084	0.36380182282097895	0.11551987526647167	0.13213234172477595	0.04222737345409566	0.2307012475862269	1.0860341416578967
NM_016640	MRPS30	0.402692617990585	0.6554933033996644	0.6151258707200462	0.2448482074982854	0.16267809478350248	0.974128133186233	0.2528006854090794	0.21243325272946123	-0.15784441049229958	-0.2400145232070825	0.5714355151956481
NM_001080825	TMEM120B	0.7133962752123537	0.9021332709839545	1.213467401237848	0.150520824945219	0.8841425954098073	2.177961225027375	0.18873699577160075	0.5000711260254942	-0.5628754502671347	0.17074632019745362	1.4645649498150215
NM_001008781	FAT3	-0.8594513388709557	-0.8180370806336823	-1.0062142255435242	-0.8247325127204963	-1.0897804777978803	-0.15876692812496485	0.041414258237273405	-0.14676288667256854	0.0347188261504594	-0.23032913892692464	0.7006844107459909
NM_001253384	RPL15	0.08207171724947226	0.08691623115149127	0.5542706653323775	-0.24802855154429082	-0.08109198642693238	0.4244101704360852	0.00484451390201901	0.4721989480829052	-0.3301002687937631	-0.16316370367640465	0.34233845318661293
NM_001282735	SPATS2L	0.18304258976830567	0.12027257321782692	0.14328644758748688	-0.1493809636001755	0.5505416971535642	1.6232926466217057	-0.06277001655047876	-0.0397561421808188	-0.3324235533684812	0.3674991073852585	1.4402500568534
NM_000485	APRT	0.15839267722189287	0.33950343032803243	0.47191453757958435	0.34316590288963944	0.1736492126032827	0.625966780917774	0.18111075310613955	0.3135218603576915	0.18477322566774657	0.015256535381389824	0.46757410369588115
NM_007108	ELOB	0.5388149113448879	0.5318074205130507	0.4746420645808005	-0.004843236918183003	0.3056934016401476	1.430215792106054	-0.00700749083183716	-0.06417284676408741	-0.5436581482630709	-0.23312150970474033	0.8914008807611662
NM_001350532	SNX14	0.5087058556173565	0.7489383600109538	0.42859890193940053	0.5049515595222451	-0.15333211001408786	0.9369531255255767	0.24023250439359733	-0.08010695367795595	-0.0037542960951113535	-0.6620379656314443	0.42824726990822026
NM_001350530	MIER1	1.0859504431759026	1.3508599941156172	1.2201520475716974	1.4450908042130224	1.0592293019625432	2.0624840076059052	0.2649095509397146	0.13420160439579476	0.35914036103711977	-0.026721141213359445	0.9765335644300026
NM_003825	SNAP23	2.0595158338198916	2.0169946757607766	1.7770109183283234	1.5028225688798509	1.0722149435535888	2.502063691149601	-0.04252115805911494	-0.2825049154915682	-0.5566932649400407	-0.9873008902663027	0.44254785732970925
NM_003826	NAPG	1.2957677639100122	1.3623141469960918	1.2020626379674502	1.278844921917592	0.6997180242668009	1.7353192643548208	0.06654638308607952	-0.09370512594256208	-0.016922841992420334	-0.5960497396432114	0.4395515004448085
NM_003827	NAPA	0.9893163974453474	0.8999848044072589	1.093850393771274	0.674637770446525	0.4458497438282567	1.741346647208049	-0.08933159303808846	0.10453399632592664	-0.31467862699882243	-0.5434666536170907	0.7520302497627016
NM_003821	RIPK2	-0.24451832341612256	0.2026423822357346	0.5075502433315608	-0.146460912811738	0.3731806761262433	0.48910948115987196	0.44716070565185717	0.7520685667476834	0.09805741060438455	0.6176989995423658	0.7336278045759945
NM_003795	SNX3	1.534725231309162	1.6370888708265205	1.755037306447778	1.3582478590966929	1.4691050961301997	2.1404865196066893	0.1023636395173586	0.22031207513861606	-0.17647737221246906	-0.06562013517896226	0.6057612882975274
NM_012181	FKBP8	-0.8094711313395031	-0.6882378448405637	-0.9194107171837791	-1.3455776887342283	-1.0347206418671782	0.19149545842932536	0.12123328649893939	-0.10993958584427599	-0.5361065573947252	-0.22524951052767506	1.0009665897688285
NM_012180	FBXO8	0.23701458764976557	0.17159394597161093	0.03747966725358376	0.7123997125529069	-0.16025152395343656	0.8560331301446112	-0.06542064167815465	-0.19953492039618181	0.47538512490314133	-0.39726611160320213	0.6190185424948457
NM_020733	HEG1	0.22944837697406317	0.5318074205108312	1.296624025207091	1.1790899771427004	0.7739596776555894	1.6580937525325847	0.302359043536768	1.067175648233028	0.9496416001686372	0.5445113006815262	1.4286453755585216
NM_001300829	CIRBP	0.6282216105612752	0.9195911011732267	0.5353243964647154	0.10729724929508055	0.017144726923442377	1.2467110710396039	0.2913694906119515	-0.09289721409655982	-0.5209243612661947	-0.6110768836378329	0.6184894604783286
NM_002224	ITPR3	-1.0362058791923054	-1.0534529906262704	-0.34444898256217016	-0.4179706660910152	-0.1728883496293676	0.8265178449727268	-0.017247111433964957	0.6917568966301353	0.6182352131012903	0.8633175295629378	1.8627237241650323
NM_001688	ATP5PB	1.4955367967079685	1.3507510909255114	1.3172240498343717	1.1091997653392855	0.7006964543119416	1.7739145096654712	-0.14478570578245709	-0.17831274687359677	-0.3863370313686829	-0.7948403423960269	0.2783777129575027
NM_001867	COX7C	2.7491725045432176	2.4811709377474322	2.581824925075292	2.301830148221156	1.9027582735681179	2.9725143107440744	-0.26800156679578535	-0.16734757946792556	-0.44734235632206154	-0.8464142309750997	0.22334180620085675
NM_144643	SCLT1	1.2752751628267918	0.971656375466166	0.9192842968333759	0.6910892063104099	1.3498061677564428	2.499889319915863	-0.30361878736062575	-0.3559908659934159	-0.5841859565163818	0.07453100492965103	1.2246141570890714
NM_000159	GCDH	0.21752266061204217	0.024811024346410804	0.5047216807199728	0.5954598099393591	0.45883676067452184	0.9947058931714556	-0.19271163626563137	0.28719902010793064	0.3779371493273169	0.24131410006247966	0.7771832325594135
NM_000158	GBE1	1.1260070371050066	1.4804320414246024	0.9936374939764092	0.8146535391030625	0.5091031640590804	1.4857891228723112	0.3544250043195958	-0.1323695431285974	-0.3113534980019441	-0.6169038730459262	0.35978208576730464
NM_021020	LZTS1	-0.2615049255007502	-0.26500403836333764	0.2612314529037123	0.287468503942792	-0.058582599238270916	0.9384260149229506	-0.003499112862587417	0.5227363784044625	0.5489734294435422	0.2029223262624793	1.1999309404237009
NM_015225	PRUNE2	1.2049817875144528	1.5636702968091252	0.8802901652239062	0.41933758337806937	0.6156537594794416	1.1589919884621465	0.35868850929467233	-0.3246916222905466	-0.7856442041363835	-0.5893280280350113	-0.04598979905230638
NM_001143679	GSTK1	0.6961182837897768	0.5649363741535565	0.8058094323298457	0.5170598065356264	-0.041856823150511424	1.0162609908436098	-0.13118190963622034	0.1096911485400689	-0.17905847725415036	-0.7379751069402882	0.32014270705383296
NM_001297656	KIF2C	0.6801599457448733	0.5933022860693269	0.2524210355919969	-0.07352939035717831	0.09599827731855193	1.2497242811095983	-0.08685765967554637	-0.42773891015287635	-0.7536893361020516	-0.5841616684263213	0.5695643353647251
NM_006885	ZFHX3	0.7115383289958148	0.632248245165749	1.4731814487817838	2.199581643395399	2.2991800946865655	2.2490602496004373	-0.07929008383006586	0.761643119785969	1.4880433143995841	1.5876417656907507	1.5375219206046224
NM_002226	JAG2	-1.3091770352906242	-1.2676176706102793	-0.7816940418211775	-0.7016158119699041	-1.1346074957627175	-0.5458951575387179	0.041559364680344935	0.5274829934694467	0.6075612233207202	0.17456953952790677	0.7632818777519064
NM_001319119	DNPEP	-0.5385644950922739	-0.547381723600556	-0.29785697971108416	-0.7104539356076831	-1.1938599165932664	0.3776229368370161	-0.008817228508282149	0.24070751538118973	-0.17188944051540922	-0.6552954215009925	0.91618743192929
