AccNum	GeneName	TE0	TE1	TE2	TE3	TE4
NM_017847	ODR4	3.728573759682179	3.5062419192869	2.924683142290345	2.1370885699620366	3.9885014836611328
NM_001003803	ATP5S	3.412624713398981	3.0810114178273627	2.7613890497151345	1.5660208253702905	3.8123858337376495
NM_001003800	BICD2	0.6061587912259915	0.6642968704416923	0.6241631348919605	0.7112698564899169	1.2868124709387616
NM_016649	ESF1	7.190210680883533	4.753395753633476	5.919840577159315	5.282427390006189	8.508803165152834
NM_016647	THEM6	0.6870954222072673	0.7662594486596201	1.3248030323900513	1.2493748562785858	1.4125285886818462
NM_016640	MRPS30	1.321972914299338	1.5316916266642682	1.1849680885047047	1.1193630998815245	1.9644536560385126
NM_003279	TNNC2	1.8077590787488542	1.1543183273394888	1.1752624675252592	1.9454332068039524	4.641165362815373
NM_001304467	EEF1AKMT2	1.6656858720220795	1.4211183180866724	1.1099701082160667	0.7285529215766807	2.4495039414848696
NM_001080825	TMEM120B	1.6396595302631027	2.3189430683120293	1.1099701082158164	1.8456674013317353	4.525136228735454
NM_001008781	FAT3	0.5511621266492094	0.4978509452553705	0.5645868716524794	0.46983285949782677	0.8957903761255812
NM_001253384	RPL15	1.0585370140871597	1.4684261029533934	0.8420462889917555	0.9453418397081916	1.3420237193741842
NM_003363	USP4	3.8866003680362713	3.918408843784648	4.048126277029776	2.7172325630657155	4.401105085417546
NM_001282735	SPATS2L	1.1352756160976638	1.104418107983459	0.9016372571427893	1.4646355279915486	3.0807735597973993
NM_001282730	SUPT7L	1.604169064245826	1.4721548253022314	1.5268857098386912	1.052976914854735	1.8463766552033043
NM_004109	FDX1	0.8287199511744184	1.7314774910164195	1.6458177466717256	0.6780002698751852	1.3053277582906242
NM_004101	F2RL2	2.379551245740946	2.2632884346788917	2.6163581122249076	3.032167873625514	4.972677174435312
NM_007100	ATP5ME	2.282881976393842	2.245828157465254	1.6145019755947028	1.4211638990229323	4.752731837870431
NM_000485	APRT	1.1160430490555668	1.38694880657484	1.2685372665341412	1.1279078563682132	1.5432446403413667
NM_007108	ELOB	1.4527786552959159	1.3895734212284887	0.9966485526646652	1.2360125583517538	2.6948702106578173
NM_016643	ZNF771	0.5078785193901081	0.496283357297105	0.6558914275811134	0.6296982898648866	1.3260472465176898
NM_001350532	SNX14	1.422773349019251	1.345925822971598	1.4190757079744154	0.8991712980814301	1.9144807121599572
NM_001350530	MIER1	2.122773499010489	2.329712691554417	2.722799602475861	2.0838180337539	4.177048826520595
NM_014177	TIMM21	1.260418550481704	1.2628666104129505	1.2970437219574853	1.0790055577006987	2.801679090968423
