AccNum	GeneName	TE0	TE1	TE2	TE3	TE4	foldTE1	foldTE2	foldTE3	foldTE4
NM_017847	ODR4	1.311592830045985	1.2398422554023636	1.411084130749558	1.6230308436188992	1.2663053765197176	-0.07175057464362133	0.09949130070357315	0.31143801357291423	-0.045287453526267285
NM_001003803	ATP5S	1.898159216466924	1.9144419686041112	2.395428807506732	2.5961025162100326	1.8943365991376173	0.016282752137187106	0.49726959103980795	0.6979432997431085	-0.0038226173293067767
NM_016647	THEM6	0.05129339193150351	0.20778104616560533	0.3611589054214166	0.620028355455478	0.06836599891459993	0.15648765423410183	0.3098655134899131	0.5687349635239745	0.017072606983096428
NM_016640	MRPS30	0.5563630920727416	0.5517862617113147	0.26312682246071617	0.28484416386625	0.34035200559056555	-0.004576830361426865	-0.2932362696120254	-0.2715189282064916	-0.21601108648217604
NM_001080825	TMEM120B	0.2379529674524079	0.4935988476441442	0.7908431806635989	0.39085740148546533	0.45538912201667037	0.2556458801917363	0.552890213211191	0.15290443403305742	0.21743615456426246
NM_001253384	RPL15	0.6672517822431123	0.5320230068940353	-0.1653869090768465	-0.1941050992323632	0.23109549895025427	-0.13522877534907707	-0.8326386913199588	-0.8613568814754755	-0.43615628329285805
NM_001282735	SPATS2L	0.024700300802326325	0.09980153389590729	0.4333265619054254	1.1713994182587628	1.0691854792196613	0.07510123309358097	0.4086262611030991	1.1466991174564365	1.044485178417335
NM_001282730	SUPT7L	0.4162902087124767	0.498154250992096	0.6536705123328295	0.4478473800778753	0.37175814236311755	0.0818640422796193	0.23738030362035278	0.031557171365398595	-0.044532066349359134
NM_004109	FDX1	1.0012527094301342	1.1228028342113943	-0.0014111739581039728	0.5946430370332312	0.2748168763843699	0.12155012478126004	-1.0026638833882382	-0.40660967239690304	-0.7264358330457643
NM_004101	F2RL2	0.5232054126266479	1.024113564341703	1.3959243235882388	1.3204680735980492	1.5330342659139609	0.5009081517150551	0.8727189109615909	0.7972626609714013	1.009828853287313
NM_000485	APRT	0.7831604255362512	0.9041625477278545	0.9377254850128169	0.7969061175400851	0.44945616626535045	0.12100212219160333	0.15456505947656574	0.01374569200383391	-0.33370425927090075
NM_007108	ELOB	1.0672825797647825	1.086871235018128	0.4827574996029078	0.6200283554554034	0.8731742388589261	0.01958865525334552	-0.5845250801618747	-0.4472542243093791	-0.19410834090585638
NM_001350530	MIER1	1.4276949719798608	1.1643520558163774	1.7359036987516019	1.6748988081664415	1.5919279549724683	-0.2633429161634835	0.30820872677174105	0.2472038361865807	0.16423298299260747
NM_014177	TIMM21	0.8425549634137179	0.6976928382116911	0.010251743553378212	0.38459841102458414	0.8597793771045832	-0.1448621252020268	-0.8323032198603397	-0.4579565523891338	0.017224413690865248
NM_020992	PDLIM1	1.6489509655050345	1.8068828481245789	1.9461214061491783	0.9334449504867837	1.4727562539918808	0.15793188261954438	0.2971704406441438	-0.7155060150182508	-0.1761947115131537
NM_003824	FADD	0.7333195041877456	0.7396373728579171	0.9277428768260751	0.6159239571232735	0.6857499773236029	0.006317868670171478	0.19442337263832954	-0.11739554706447208	-0.04756952686414273
NM_003827	NAPA	0.9886085001811029	1.3234193883551937	0.869770520011909	0.4459989556785322	0.9789043715398389	0.33481088817409077	-0.11883798016919389	-0.5426095445025707	-0.00970412864126402
NM_003821	RIPK2	-0.08013561740905972	0.12794937533590423	-0.12663493629199607	0.5060237267580585	-0.029481324486281046	0.20808499274496395	-0.04649931888293635	0.5861593441671182	0.050654292922778676
NM_003795	SNX3	1.806845022788793	1.636661896735018	1.335163696885461	1.4663189400564747	1.567598625607987	-0.17018312605377517	-0.4716813259033321	-0.34052608273231844	-0.2392463971808061
NM_012181	FKBP8	-0.4592714462041938	-0.5736387694465996	-0.8634166614139858	-0.8857482002271793	-0.5507043561248812	-0.11436732324240584	-0.40414521520979196	-0.42647675402298546	-0.09143290992068742
NM_020437	ASPHD2	-1.3709804673013721	-1.7119025759950346	-1.0737781512925362	-1.0945694256821965	-0.7840768126728057	-0.34092210869366246	0.29720231600883595	0.2764110416191756	0.5869036546285664
NM_020733	HEG1	0.6284434455436316	1.157900641868388	1.3611589054236317	1.166434444925247	1.2219891880294727	0.5294571963247563	0.7327154598800001	0.5379909993816154	0.593545742485841
NM_001300829	CIRBP	1.0828837320018794	0.7448665199002811	-0.17463075332254174	-0.020429257852401683	0.192487310741825	-0.3380172121015983	-1.2575144853244211	-1.103312989854281	-0.8903964212600544
NM_002224	ITPR3	-1.6705246670969118	-1.3799502294855674	-0.5377891885827824	-0.5264875517601117	-0.21918905215329776	0.2905744376113444	1.1327354785141295	1.1440371153368	1.451335614943614
NM_175856	CHSY3	-0.6733470037748668	-0.4814417165343001	0.03923081053470501	-0.11563104120845757	0.047607438744546204	0.19190528724056666	0.7125778143095718	0.5577159625664092	0.720954442519413
NM_001688	ATP5PB	1.1295229534057576	1.2195018071178447	1.0079606599614346	1.2493849755364392	1.1441085613008264	0.08997885371208714	-0.12156229344432301	0.11986202213068164	0.014585607895068797
NM_000159	GCDH	0.11143562718324063	0.14254505404523776	0.3022652163676085	-0.1702790855053573	0.0423707903790298	0.031109426861997136	0.19082958918436788	-0.28171471268859793	-0.06906483680421083
NM_000158	GBE1	0.9708790603915669	0.6750576366105219	0.9030526842506363	1.4151049477360904	0.9859038387227295	-0.29582142378104503	-0.06782637614093057	0.4442258873445235	0.015024778331162558
NM_021020	LZTS1	-0.363009681043966	-0.06374624878703372	0.293919567949402	-0.05350676906106244	0.07242993129240105	0.2992634322569323	0.656929248993368	0.3095029119829036	0.4354396123363671
NM_021021	SNTB1	0.3645466336159835	0.6118110327839803	0.323684200003	0.24517994629276885	0.34196964645657246	0.2472643991679968	-0.04086243361298347	-0.11936668732321465	-0.022576987159411033
NM_015225	PRUNE2	0.8679861785738376	0.9553888659300822	0.8930100696843273	0.5345928789480257	0.8232535010758737	0.08740268735624457	0.025023891110489638	-0.333393299625812	-0.044732677497963946
NM_001143679	GSTK1	0.5448744147756948	0.6661070100959154	-0.21487047053111574	0.13284107042210191	-0.13516739517347975	0.12123259532022068	-0.7597448853068105	-0.41203334435359285	-0.6800418099491745
NM_001297656	KIF2C	-0.048411727179836106	-0.4259080418976229	-0.36857511951228616	-0.1271780112193035	0.12222360291724677	-0.3774963147177868	-0.32016339233245006	-0.0787662840394674	0.17063533009708287
NM_006885	ZFHX3	-0.16625369120613964	0.6884940352810967	1.4319991459681929	1.659451332660077	1.423846653504675	0.8547477264872363	1.5982528371743325	1.8257050238662167	1.5901003447108146
NM_002226	JAG2	-1.5358812661963204	-1.1481066703544878	-0.6981559469835252	-1.394693150248706	-1.0452604228184308	0.3877745958418326	0.8377253192127951	0.14118811594761427	0.4906208433778896
NM_001319119	DNPEP	-0.2516928787785986	-0.2744586851362385	-0.468352430288725	-0.6426323435918118	-0.42083751900474553	-0.022765806357639917	-0.2166595515101264	-0.3909394648132132	-0.16914464022614695
NM_001193653	C17orf62	0.2949839124877176	0.3560953238945208	0.5414683890129313	0.44757999150140826	-0.06714897174289369	0.06111141140680321	0.24648447652521366	0.15259607901369066	-0.3621328842306113
NM_182976	ZNF326	3.0012527094334294	2.496617670763055	3.216210569510527	3.3908574014894466	3.4606834216927993	-0.5046350386703744	0.2149578600770976	0.3896046920560172	0.45943071225936993
NM_006270	RRAS	1.7334803845941185	1.8549247444955408	0.7315273553629886	0.5683955870397384	0.5422971872476259	0.12144435990142233	-1.0019530292311298	-1.16508479755438	-1.1911831973464926
NM_003355	UCP2	-0.0393892750650231	0.5953229100011734	1.4353834904426916	0.9602925093489114	0.7464379040258304	0.6347121850661965	1.4747727655077147	0.9996817844139345	0.7858271790908535
NM_003359	UGDH	1.290759326623423	0.7960074918085489	0.9461214061427903	1.0019385551728721	1.3995719073896549	-0.49475183481487406	-0.3446379204806327	-0.28882077145055085	0.1088125807662319
NM_004813	PEX16	0.12350845948233502	0.27339481511134966	0.2198030561756319	0.07085418352699957	-0.26553473763746105	0.14988635562901464	0.09629459669329687	-0.05265427595533545	-0.38904319711979607
NM_004814	SNRNP40	0.7873640694760153	0.649852937603379	0.39112694225516265	0.3159241484535267	0.2595501197246399	-0.1375111318726363	-0.3962371272208527	-0.47143992102248866	-0.5278139497513754
NM_004815	ARHGAP29	0.0377785854545738	0.36341694051641804	0.7616968350020823	1.3599964377835003	1.376488294274846	0.32563835506184424	0.7239182495475085	1.3222178523289265	1.3387097088202722
NM_020199	C5orf15	1.6451088992046774	1.5841066802604775	1.6374901338699717	0.987044339875597	1.508938590296368	-0.06100221894419988	-0.007618765334705735	-0.6580645593290804	-0.1361703089083095
NM_004818	DDX23	-0.9316330947078271	-1.1566077827505277	-1.1501404469180558	-0.6185825764406214	-0.5453388867956495	-0.2249746880427006	-0.21850735221022877	0.31305051826720565	0.3862942079121776
NM_020191	MRPS22	1.0752532908769545	0.787074367044478	0.7222575975881123	0.7621735233388014	0.8943365991377146	-0.28817892383247656	-0.3529956932888423	-0.31307976753815314	-0.18091669173923997
NM_001303098	TMEM198	-1.6524225413722822	-1.1843668897844917	-1.0836259372501038	-1.3302964855235726	-0.6796547837669777	0.4680556515877905	0.5687966041221784	0.32212605584870957	0.9727677576053044
NM_005663	NELFA	0.6546377356944912	0.6592449472391015	-0.24345914512070532	-0.10579668110611173	-0.1886874298694119	0.004607211544610301	-0.8980968808151966	-0.760434416800603	-0.8433251655639031
NM_032961	PCDH10	-0.45817890919785276	0.020012348132325553	0.08244287735726452	0.2182876787906869	0.3195911024510325	0.4781912573301783	0.5406217865551173	0.6764665879885396	0.7777700116488853
NM_001303095	ISG20L2	-0.15561613918166106	0.1539815187427429	0.41268920606031223	0.22531084055461914	0.4701066755801273	0.30959765792440397	0.5683053452419733	0.3809269797362802	0.6257228147617884
NM_001303096	WDR75	0.9450492877831751	0.6687997321166321	1.0729514283775545	1.611807848647516	0.9859038387195502	-0.27624955566654297	0.12790214059437943	0.6667585608643409	0.040854550936375134
NM_003689	AKR7A2	0.5334428357266878	0.5382182205609212	-0.07287955578836502	-0.13591022106175554	0.028837634725364936	0.004775384834233343	-0.6063223915150528	-0.6693530567884434	-0.5046052010013229
NM_003680	YARS	0.34304122667997294	0.1876183571080503	0.023565491567803853	0.17218806619394122	0.25347740416977516	-0.15542286957192264	-0.3194757351121691	-0.17085316048603172	-0.08956382251019779
NM_003681	PDXK	0.49646055739630857	0.7218107627973582	0.6519383017397509	0.7593523148313919	0.3011682033261369	0.22535020540104966	0.1554777443434423	0.2628917574350833	-0.19529235407017165
NM_003682	MADD	-0.7594521193224706	-0.6895657767794794	-0.14422509595754018	-0.27283372803189554	-0.27112046736016016	0.0698863425429912	0.6152270233649304	0.48661839129057505	0.48833165196231043
NM_003684	MKNK1	0.1587939864131136	0.5929520055401958	0.07485472025960238	0.38186861826494045	0.403714609566709	0.4341580191270822	-0.08393926615351122	0.22307463185182685	0.24492062315359542
NM_003685	KHSRP	0.7146041016855209	1.051345147922813	0.42010729277361136	0.7204190645850286	0.8619820538702765	0.3367410462372922	-0.29449680891190955	0.00581496289950767	0.14737795218475558
NM_003687	PDLIM4	0.21801024349173126	0.431697896912679	-0.02639785743154288	0.06130148519959455	0.052064186581837646	0.21368765342094775	-0.24440810092327414	-0.1567087582921367	-0.1659460569098936
NM_003172	SURF1	-0.03437120029991991	0.32453941997298497	-0.04273803625133965	0.20499085617937318	-0.3582594746411756	0.3589106202729049	-0.008366835951419738	0.2393620564792931	-0.32388827434125567
NM_001128844	SMARCA4	0.02981098572101537	0.25418613017237757	0.321589105316864	0.49493217283194113	0.7942764045670954	0.2243751444513622	0.29177811959584865	0.46512118711092576	0.76446541884608
NM_001127325	MAD2L2	-0.06263065459832173	0.3002630410778293	0.12866589411765972	-0.15511096762085774	-0.41706082825929514	0.36289369567615104	0.19129654871598145	-0.09248031302253601	-0.3544301736609734
NM_001127322	CBX5	2.4336374522700615	1.6315723811882759	1.4441907378966068	1.9963390705115058	1.9116404952264014	-0.8020650710817856	-0.9894467143734547	-0.4372983817585556	-0.52199695704366
NM_001098398	COPA	-0.30090171214476147	-0.6555815549825299	-0.17356676837637153	0.3369561963864083	-0.2510617573240932	-0.35467984283776843	0.12733494376838994	0.6378579085311697	0.049839954820668275
NM_001257360	AMPD2	-0.1044770895840017	0.008562932481029684	0.36313520030652313	-0.07295342441691144	-0.10253018738136888	0.11304002206503139	0.46761228989052483	0.031523665167090265	0.0019469022026328275
NM_002887	RARS	1.0418946939288007	0.8337537128447678	1.0152675671819589	1.2090467909304081	0.933065784258158	-0.2081409810840329	-0.026627126746841867	0.16715209700160738	-0.10882890967064274
NM_002881	RALB	1.5284005750339142	1.1383969918391124	1.1568004069164095	1.225831199456735	1.7039545727051397	-0.3900035831948019	-0.37160016811750474	-0.3025693755771792	0.17555399767122548
NM_024298	MBOAT7	-0.043955801730067634	0.22041172545088106	0.346208563955412	0.0063594831696631715	-0.06345921259622944	0.2643675271809487	0.39016436568547963	0.050315284899730806	-0.019503410866161808
NM_024299	PPDPF	2.521868965065611	2.2999632478345706	1.5554805611716676	1.3851737629836647	1.5716447020400368	-0.22190571723104036	-0.9663884038939434	-1.1366952020819463	-0.9502242630255742
NM_001323684	NRSN2	0.3898179973484073	0.6813519660367149	1.1585297389043108	0.2615743845427536	1.0336005807495745	0.2915339686883076	0.7687117415559035	-0.12824361280565366	0.6437825834011672
NM_024292	UBL5	1.5153375779586469	1.6535180792225725	1.6962809266233796	1.50973842475993	1.2165959292518096	0.13818050126392567	0.18094334866473272	-0.005599153198716955	-0.2987416487068373
NM_024293	RETREG2	-1.710700996725497	-1.0050791949571103	-1.3071248047222257	-1.4138233862708285	-1.4231423262276834	0.7056218017683866	0.4035761920032712	0.29687761045466843	0.2875586704978135
NM_024294	C6orf106	0.32987545689321873	-0.3914492963773961	-0.7726968413125546	-0.5578533698155992	0.0030745386579047462	-0.7213247532706148	-1.1025722982057733	-0.8877288267088179	-0.326800918235314
NM_002014	FKBP4	0.7571875401598156	0.7121871928424683	0.28741056544065113	0.6031312861792459	0.547762743986298	-0.045000347317347256	-0.46977697471916446	-0.15405625398056966	-0.2094247961735176
NM_024297	PHF23	-0.2322374207874187	-0.3824563965917829	-0.3602658378468737	-0.4061555763453546	-0.1584048629378243	-0.15021897580436416	-0.128028417059455	-0.17391815555793588	0.07383255784959442
NM_032501	ACSS1	0.06398846477223907	0.023524348471499756	-0.21202642751997525	-0.46540712105322024	-0.39503452193343547	-0.04046411630073932	-0.2760148922922143	-0.5293955858254593	-0.45902298670567454
NM_001469	XRCC6	0.0015901424856092916	-0.4678926274349884	-0.8722842475460091	-0.5566751786197841	-0.39833362019493457	-0.4694827699205977	-0.8738743900316184	-0.5582653211053934	-0.39992376268054386
NM_004104	FASN	0.01007655981933464	0.18087089979251747	0.3111239511889101	0.19649810065533124	0.07751051531693154	0.17079433997318283	0.3010473913695755	0.1864215408359966	0.0674339554975969
NM_001077268	ZFYVE19	0.2610119832242219	0.31384283683990866	-0.7828068689591299	0.0234863358336872	0.03184012288928573	0.052830853615686735	-1.0438188521833518	-0.23752564739053472	-0.2291718603349362
NM_001303115	TUBA1C	0.45095121615645883	0.6789002061811749	0.5124682286917759	0.6525162082071194	1.0021323005109632	0.22794899002471603	0.06151701253531705	0.20156499205066059	0.5511810843545044
NM_002087	GRN	0.551183194002669	0.6000849537402946	0.2587116364500268	-0.061604662334607596	0.04695502916275274	0.04890175973762556	-0.2924715575526422	-0.6127878563372766	-0.5042281648399163
