AccNum	GeneName	TE0	TE1	TE2	TE3	TE4	foldTE1	foldTE2	foldTE3	foldTE4
NM_017847	ODR4	1.48013908944899	1.499265551960178	1.5456462073973025	1.6693134956668474	1.409976401998798	0.01912646251118799	0.06550711794831243	0.1891744062178573	-0.07016268745019216
NM_001003803	ATP5S	1.6283935552421909	1.579359535362518	1.7458661740331194	1.9138661060108766	1.6420241688009463	-0.04903401987967282	0.11747261879092852	0.2854725507686857	0.013630613558755389
NM_016647	THEM6	1.009127600954067	1.0402731532811658	1.0677154018778345	1.1204362678170325	1.0132286577374838	0.031145552327098702	0.058587800923767475	0.11130866686296548	0.004101056783416768
NM_016640	MRPS30	1.1084411385384347	1.1099078944682963	1.0509176933904132	1.0542987330499003	1.063291223964135	0.0014667559298615629	-0.057523445148021546	-0.05414240548853444	-0.04514991457429973
NM_001080825	TMEM120B	1.081089906414566	1.1862702197666855	1.3200014942247527	1.119884315741359	1.1458628600598846	0.10518031335211941	0.23891158781018662	0.0387944093267929	0.06477295364531854
NM_001253384	RPL15	1.124218634324075	1.0990970560646967	0.9668901252795223	0.9616757916120096	1.0451156653703497	-0.02512157825937833	-0.15732850904455264	-0.16254284271206543	-0.07910296895372526
NM_001282735	SPATS2L	1.003428965993604	1.0139577253716636	1.0611818710754666	1.1723032557339452	1.1549391454939915	0.010528759378059638	0.05775290508186259	0.16887428974034124	0.15151017950038748
NM_001282730	SUPT7L	1.0984705135901733	1.1147480824237173	1.150468294842875	1.0956914161080538	1.079171961945047	0.01627756883354392	0.051997781252701714	-0.0027790974821195746	-0.019298551645126283
NM_004109	FDX1	1.2450076408055157	1.274238030704051	0.999653659104065	1.1401589228853732	1.0687034354407843	0.029230389898535325	-0.24535398170145073	-0.1048487179201425	-0.17630420536473146
NM_004101	F2RL2	1.25309210726396	1.517742393931277	1.6734292322188662	1.7007117204100153	1.6553853212402085	0.26465028666731705	0.42033712495490616	0.44761961314605525	0.4022932139762485
NM_000485	APRT	1.1150736598935247	1.1356304639475086	1.1383029208390558	1.1190585811062461	1.0665131191775203	0.020556804053983857	0.023229260945531127	0.003984921212721426	-0.04856054071600435
NM_007108	ELOB	1.1251714144756022	1.1290645745818282	1.0561814728258174	1.0731570902418743	1.1055065454513415	0.003893160106225979	-0.06898994164978478	-0.05201432423372787	-0.01966486902426068
NM_001350530	MIER1	1.3902057815223112	1.2828020594330687	1.4963063080963732	1.4903792283232808	1.4064253461934084	-0.10740372208924254	0.10610052657406199	0.10017344680096962	0.016219564671097197
NM_014177	TIMM21	1.212897685686668	1.1848733517694727	1.0027225565340852	1.099968900255507	1.2156747602868636	-0.028024333917195277	-0.21017512915258285	-0.11292878543116092	0.002777074600195606
NM_020992	PDLIM1	1.8803016017443979	2.0340265833209235	2.2607773688055	1.4511811973530395	1.748669218955566	0.1537249815765256	0.3804757670611021	-0.42912040439135835	-0.13163238278883194
NM_003824	FADD	1.1439901770962548	1.1495388964680204	1.1907963877396932	1.1207735860649612	1.1372022049207102	0.005548719371765598	0.04680621064343837	-0.023216591031293587	-0.00678797217554461
NM_003827	NAPA	1.1572830984517115	1.2161101087808641	1.1345588121881376	1.0696320222117501	1.1543927423908846	0.05882701032915261	-0.022724286263573923	-0.08765107623996138	-0.002890356060826882
NM_003821	RIPK2	0.9744941788717935	1.0382456394057942	0.9593768164480208	1.1720764439914257	0.9904815357228216	0.06375146053400071	-0.015117362423772707	0.19758226511963228	0.015987356851028145
NM_003795	SNX3	1.308639010443014	1.2715577416642303	1.2265060018921032	1.2640297971432808	1.2800415212365497	-0.037081268778783594	-0.08213300855091066	-0.04460921329973311	-0.02859748920646421
NM_012181	FKBP8	0.939501787277718	0.9220108856060286	0.8852871327904914	0.8825261454104975	0.9262179088368431	-0.01749090167168943	-0.05421465448722662	-0.056975641867220594	-0.013283878440874974
NM_020437	ASPHD2	0.6678541208430803	0.5749096120412388	0.7263909260564216	0.7131909143586099	0.7901861229186881	-0.09294450880184146	0.05853680521334137	0.04533679351552966	0.12233200207560779
NM_020733	HEG1	1.2932226380432643	1.5089572598162078	1.6794116823961511	1.525660135616366	1.5338023916368955	0.21573462177294345	0.3861890443528868	0.23243749757310161	0.24057975359363115
NM_001300829	CIRBP	1.1462220080143768	1.1003957845469348	0.9774083503511797	0.9972966238996402	1.025287952144306	-0.04582622346744203	-0.16881365766319711	-0.14892538411473655	-0.12093405587007089
NM_002224	ITPR3	0.6410633735347596	0.7032511443215274	0.887389361916413	0.8963155860584788	0.9543954747193895	0.06218777078676774	0.24632598838165343	0.2552522125237192	0.31333210118462984
NM_175856	CHSY3	0.7313414258415297	0.8076792079280072	1.0178807052367094	0.9445426165014097	1.0183880785182702	0.07633778208647746	0.28653927939517965	0.21320119065987997	0.28704665267674045
NM_001688	ATP5PB	1.174260931136913	1.1929891202268423	1.158522714444881	1.2067639747694463	1.181263221212204	0.018728189089929348	-0.015738216692031903	0.03250304363253331	0.007002290075291073
NM_000159	GCDH	1.0229587684389119	1.0303978996985863	1.0640827402747866	0.9653791844257101	1.0087177939848126	0.007439131259674436	0.041123971835874684	-0.057579584013201734	-0.01424097445409922
NM_000158	GBE1	1.3188288645894874	1.2212415182232101	1.3118128923317136	1.510313120961053	1.3151368810686974	-0.0975873463662773	-0.007015972257773839	0.19148425637156552	-0.003691983520790032
NM_021020	LZTS1	0.9435652167090813	0.9903351487134793	1.043672442928534	0.9920136897243005	1.011153225116733	0.04676993200439794	0.10010722621945267	0.04844847301521915	0.06758800840765167
NM_021021	SNTB1	1.067874459214145	1.1112087862809754	1.057317235626667	1.0447557255966133	1.0612708900508565	0.04333432706683049	-0.010557223587478015	-0.023118733617531584	-0.006603569163288414
NM_015225	PRUNE2	3.10625782634147	3.845196261611421	19.538808026444578	2.3408973662550934	2.2605307063358246	0.7389384352699508	16.43255020010311	-0.7653604600863768	-0.8457271200056455
