AccNum GeneName TE0 TE1 TE2 TE3 TE4
NM_017847 ODR4 0.40287583260550913 0.4234189503728075 0.37602900907918857 0.32465270980362093 0.41572304341385585
NM_001143986 TLE6 0.7493490486474873 1.2702568511229837 0.3892694671445036 1.2012150262762533 0.9537175701813067
NM_001003803 ATP5S 0.2682854618615241 0.26527452312588357 0.19006584311268454 0.16538467753060887 0.2689972633845304
NM_001003800 BICD2 1.1636598000965308 1.2571950840156207 1.3194955646860091 1.0999452769767188 1.220482049957851
NM_016649 ESF1 0.18462222937711825 0.21170947518736344 0.06329584831624328 0.13860173380086452 0.24454296671357395
NM_016647 THEM6 0.9650707444699406 0.8658679659335864 0.7785389342888037 0.6506581392322797 0.9537175701802386
NM_016644 PRR16 1.1437432847770352 1.2138009910724599 0.8434171788130324 1.301316278464699 0.4087361015066245
NM_016640 MRPS30 0.6800142612279665 0.6821749756033716 0.8332799531060853 0.8208302679543401 0.7898485718687731
NM_003279 TNNC2 0.28860064711396294 0.565956022777217 0.5806053069277024 0.4259627752746949 0.43564876662649954
NM_001304467 EEF1AKMT2 1.6485679070302046 1.1996870260593486 0.5766955068787362 1.281296028027737 1.3113616590025385
NM_001080825 TMEM120B 0.8479476076796812 0.7102511425628089 0.578006178487568 0.7626762071600393 0.7293134360238105
NM_001008781 FAT3 2.4088071494630325 2.617405763445182 1.3600041032637127 0.9427903650082857 1.08742503345606
NM_002223 ITPR2 0.9196556506127478 1.3912336940868015 0.42341591162960923 0.44489445417572093 0.47685878509094987
NM_001253384 RPL15 0.6297050828972212 0.6915842856097044 1.1214667982036173 1.1440143107374199 0.8519876960291294
NM_001145313 FSD1L 0.6494358421602323 1.0162054808992538 0.7352867712731935 0.9342783537688736 0.7152881776359167
NM_003363 USP4 0.23213530311391398 0.25008955548437095 0.26878129874287093 0.21380849982218278 0.3103366696626388
NM_207118 GTF2H5 0.15868568088983045 0.18818620016600954 0.17137649496929297 0.33367084063276015 0.29026186918643937
NM_001282735 SPATS2L 0.9830247866327791 0.933161354188024 0.7405522519883334 0.4439904596410848 0.476587996456261
NM_001282730 SUPT7L 0.7493490486463514 0.7080120153782954 0.6356610025275911 0.7331359315267486 0.772840099974401
NM_004109 FDX1 0.4995660324321126 0.45920083350314256 1.0009786297962908 0.6622082837167637 0.8265552274881978
NM_004101 F2RL2 0.6958241166013128 0.4917123294669762 0.3800011464964878 0.4004050087579154 0.34554984426918045
NM_007101 SARDH 0.9456071328171295 0.8802657126195712 1.2975648904809176 1.1511644001788457 2.0663880687253204
NM_007100 ATP5ME 0.3889354923773456 0.3942846189265168 0.3325495647445899 0.4004050087585953 0.30276748259774633
NM_000485 APRT 0.5810924335545858 0.534342788079421 0.5220552905703485 0.5755822000898831 0.7323188485336687
NM_007108 ELOB 0.47721702571822605 0.4707812490739453 0.7156085354440747 0.650658139232313 0.5459443334611752
NM_016643 ZNF771 1.7631742321182116 1.7349849673800561 1.6257724804228295 1.252880188696352 1.2883553141112876
