1_1	chr13	-	24	0	0	1	24	79915317	79915294	NA	NA
2_2	chr15	-	24	0	0	1	24	72502758	72502735	NA	NA
3_1	chr5	-	24	0	0	1	24	149924925	149924948	NA	NA
4_1	chr22	-	24	0	0	1	24	38074561	38074584	NA	NA
5_1	chr1	-	24	0	0	1	24	155989882	155989859	NA	NA
6_1	chr17	-	24	0	0	1	24	38572767	38572744	NA	NA
7_1	chr22	-	24	0	0	1	24	45705977	45706000	NA	NA
8_1	chr17	-	24	0	0	1	24	34851110	34851133	NA	NA
9_1	chr2	-	24	0	0	1	24	220363589	220363612	NA	NA
10_1	chr5	-	24	0	0	1	24	82868254	82868277	NA	NA
11_1	chr1	-	24	0	0	1	24	44440711	44440734	NA	NA
12_1	chr10	-	24	0	0	1	24	71892560	71892537	NA	NA
13_1	chr10	-	24	0	0	1	24	103565883	103565860	NA	NA
14_1	chr17	-	24	0	0	1	24	42883158	42883135	NA	NA
15_1	chr22	-	24	0	0	1	24	42998988	42998965	NA	NA
16_1	chr20	-	24	0	0	1	24	35350161	35350138	NA	NA
17_1	chr10	-	24	0	0	1	24	89268214	89268237	NA	NA
18_1	chrX	-	24	0	0	1	24	53115111	53115134	NA	NA
19_1	chr16	-	24	0	0	1	24	33963215	33963238	NA	NA
20_1	chr19	-	24	0	0	1	24	39972566	39972589	NA	NA
21_3	chr5	-	24	0	0	1	24	82834050	82834073	NA	NA
22_1	chr5	-	24	0	0	1	24	172744904	172744881	NA	NA
23_1	chr7	-	24	0	0	1	24	91510429	91510452	NA	NA
24_1	chr4	-	24	0	0	1	24	13603169	13603146	NA	NA
25_1	chr9	-	24	0	0	1	24	140137977	140138000	NA	NA
26_1	chr17	-	24	0	0	1	24	48822012	48822035	NA	NA
27_1	chr12	-	24	0	0	1	24	9266034	9266011	NA	NA
28_1	chr1	-	24	0	0	1	24	95392466	95392443	NA	NA
29_1	chr1	-	24	0	0	1	24	109957958	109957935	NA	NA
30_1	chr14	-	24	0	0	1	24	102430996	102431019	NA	NA
31_1	chr1	-	24	0	0	1	24	115282332	115282309	NA	NA
32_1	chr14	-	24	0	0	1	24	24705250	24705273	NA	NA
33_2	chr19	-	24	0	0	1	24	10781252	10781275	NA	NA
34_1	chr1	-	24	0	0	1	24	149898409	149898386	NA	NA
35_1	chr9	-	24	0	0	1	24	124094836	124094859	NA	NA
36_1	chr1	-	24	0	0	1	24	183093852	183093875	NA	NA
37_1	chr7	-	24	0	0	1	24	36438836	36438859	NA	NA
38_1	chr11	-	24	0	0	1	24	18416145	18416168	NA	NA
39_1	chr17	-	24	0	0	1	24	43011789	43011766	NA	NA
40_1	chr6	-	24	0	0	1	24	31765634	31765611	NA	NA
41_1	chr19	-	24	0	0	1	24	24183715	24183692	NA	NA
42_1	chr17	-	24	0	0	1	24	35715969	35715946	NA	NA
43_1	chr19	-	24	0	0	1	24	18576322	18576299	NA	NA
44_1	chr7	-	24	0	0	1	24	97820952	97820975	NA	NA
45_1	chr16	-	24	0	0	1	24	58550489	58550512	NA	NA
46_1	chr19	-	24	0	0	1	24	36606999	36607022	NA	NA
47_1	chr1	-	24	0	0	1	24	169096618	169096641	NA	NA
48_1	chr15	-	24	0	0	1	24	72492050	72492027	NA	NA
49_1	chr1	-	24	0	0	1	24	11986224	11986201	NA	NA
50_1	chr9	-	24	0	0	1	24	116041322	116041345	NA	NA
51_1	chr6	-	24	0	0	1	24	36168078	36168101	NA	NA
52_1	chrX	-	24	0	0	1	24	153220963	153220940	NA	NA
53_1	chr3	-	24	0	0	1	24	120134826	120134803	NA	NA
54_1	chr2	-	24	0	0	1	24	172411137	172411160	NA	NA
55_1	chr10	-	24	0	0	1	24	101190374	101190351	NA	NA
56_2	chrX	-	24	0	0	1	24	51644902	51644925	NA	NA
57_1	chr16	-	24	0	0	1	24	67917966	67917989	NA	NA
58_1	chr9	-	24	0	0	1	24	91926183	91926206	NA	NA
59_1	chr4	-	24	0	0	1	24	71650514	71650537	NA	NA
60_1	chr2	-	24	0	0	1	24	232597715	232597692	NA	NA
61_1	chr16	-	24	0	0	1	24	74487109	74487086	NA	NA
62_1	chr17	-	24	0	0	1	24	19411539	19411562	NA	NA
63_1	chr2	-	24	0	0	1	24	114699803	114699826	NA	NA
64_2	chr6	-	24	0	0	1	24	27115209	27115232	NA	NA
65_1	chr11	-	24	0	0	1	24	111957474	111957451	NA	NA
66_1	chr17	-	24	0	0	1	24	1375442	1375419	NA	NA
67_1	chr3	-	24	0	0	1	24	39437946	39437969	NA	NA
68_1	chr3	-	24	0	0	1	24	43732499	43732522	NA	NA
69_1	chr4	-	24	0	0	1	24	100813186	100813163	NA	NA
70_3	chr21	-	24	0	0	1	24	9827039	9827062	NA	NA
71_1	chr7	-	24	0	0	1	24	28763914	28763937	NA	NA
72_1	chr12	-	24	0	0	1	24	53691823	53691846	NA	NA
73_1	chr6	-	24	0	0	1	24	151762906	151762883	NA	NA
74_2	chr5	-	24	0	0	1	24	96136605	96136582	NA	NA
75_1	chr15	-	24	0	0	1	24	69732661	69732684	NA	NA
76_1	chr1	-	24	0	0	1	24	226180166	226180143	NA	NA
77_1	chr7	-	24	0	0	1	24	2414169	2414192	NA	NA
78_8	chr11	-	24	0	0	1	24	75946932	75946909	NA	NA
79_1	chr8	-	24	0	0	1	24	2832058	2832035	NA	NA
80_1	chr19	-	24	0	0	1	24	18685900	18685923	NA	NA
81_1	chr1	-	24	0	0	1	24	115263273	115263250	NA	NA
82_1	chr7	-	24	0	0	1	24	72987671	72987648	NA	NA
83_1	chr19	-	24	0	0	1	24	1585115	1585092	NA	NA
84_1	chr16	-	24	0	0	1	24	58163137	58163114	NA	NA
85_1	chr1	-	24	0	0	1	24	150131074	150131097	NA	NA
86_1	chr5	-	24	0	0	1	24	70761998	70762021	NA	NA
87_1	chr6	-	24	0	0	1	24	26158556	26158579	NA	NA
88_1	chr19	-	24	0	0	1	24	14521830	14521807	NA	NA
89_1	chr16	-	24	0	0	1	24	67912719	67912742	NA	NA
90_1	chr2	-	24	0	0	1	24	189866272	189866295	NA	NA
91_1	chr6	-	24	0	0	1	24	44219767	44219790	NA	NA
92_1	chr14	-	24	0	0	1	24	78174453	78174476	NA	NA
93_1	chr2	-	24	0	0	1	24	216262541	216262518	NA	NA
94_1	chr15	-	24	0	0	1	24	64422170	64422193	NA	NA
95_1	chr15	-	24	0	0	1	24	48703493	48703470	NA	NA
96_1	chr7	-	24	0	0	1	24	44507588	44507611	NA	NA
97_1	chr22	-	24	0	0	1	24	22694103	22694126	NA	NA
98_1	chr5	-	24	0	0	1	24	140027174	140027151	NA	NA
99_1	chr9	-	24	0	0	1	24	113018757	113018734	NA	NA
100_1	chr16	-	24	0	0	1	24	70714929	70714906	NA	NA
101_3	chr19	-	24	0	0	1	24	24185500	24185477	NA	NA
102_1	chr17	-	24	0	0	1	24	45750491	45750514	NA	NA
103_1	chr6	-	24	0	0	1	24	44219574	44219597	NA	NA
104_1	chr12	-	24	0	0	1	24	98897327	98897350	NA	NA
105_1	chr20	-	24	0	0	1	24	52193116	52193093	NA	NA
106_1	chr13	-	24	0	0	1	24	98669062	98669085	NA	NA
107_1	chr6	-	24	0	0	1	24	27776316	27776339	NA	NA
108_1	chr16	-	24	0	0	1	24	89949886	89949909	NA	NA
109_1	chr18	-	24	0	0	1	24	43685186	43685209	NA	NA
110_1	chr1	-	24	0	0	1	24	161953618	161953595	NA	NA
111_1	chr1	-	24	0	0	1	24	210012307	210012330	NA	NA
112_1	chr16	-	24	0	0	1	24	88772713	88772690	NA	NA
113_1	chr7	-	24	0	0	1	24	26236225	26236202	NA	NA
114_1	chr1	-	24	0	0	1	24	6692929	6692952	NA	NA
115_1	chr7	-	24	0	0	1	24	131012702	131012725	NA	NA
116_1	chr10	-	24	0	0	1	24	111647834	111647811	NA	NA
117_1	chr16	-	24	0	0	1	24	58594155	58594132	NA	NA
118_1	chr11	-	24	0	0	1	24	62609113	62609090	NA	NA
119_1	chr14	-	24	0	0	1	24	36158667	36158644	NA	NA
120_1	chr17	-	24	0	0	1	24	74483909	74483886	NA	NA
121_1	chr3	-	24	0	0	1	24	193854080	193854103	NA	NA
122_1	chrX	-	24	0	0	1	24	47445957	47445980	NA	NA
123_1	chr8	-	24	0	0	1	24	26151219	26151242	NA	NA
124_1	chr1	-	24	0	0	1	24	33123099	33123122	NA	NA
125_1	chr7	-	24	0	0	1	24	92164244	92164267	NA	NA
126_1	chr6	-	24	0	0	1	24	7517385	7517362	NA	NA
127_1	chr6	-	24	0	0	1	24	42974256	42974279	NA	NA
128_1	chr20	-	24	0	0	1	24	60714957	60714934	NA	NA
129_1	chr4	-	24	0	0	1	24	103997476	103997453	NA	NA
130_1	chr7	-	24	0	0	1	24	6509332	6509309	NA	NA
131_1	chr3	-	24	0	0	1	24	101284600	101284623	NA	NA
132_1	chr1	-	24	0	0	1	24	108113124	108113101	NA	NA
133_1	chr2	-	24	0	0	1	24	209113374	209113351	NA	NA
134_1	chr3	-	24	0	0	1	24	41266470	41266493	NA	NA
135_1	chr19	-	24	0	0	1	24	59058786	59058809	NA	NA
136_5	chr17	-	24	0	0	1	24	69617132	69617155	NA	NA
137_1	chr17	-	24	0	0	1	24	27024643	27024666	NA	NA
138_1	chr17	-	24	0	0	1	24	48266586	48266563	NA	NA
139_1	chr2	-	24	0	0	1	24	189856228	189856251	NA	NA
140_1	chr6	-	24	0	0	1	24	70877935	70877958	NA	NA
141_1	chr1	-	24	0	0	1	24	52254997	52254974	NA	NA
142_1	chr12	-	24	0	0	1	24	98927426	98927449	NA	NA
143_1	chr1	-	24	0	0	1	24	231664541	231664564	NA	NA
144_1	chr1	-	24	0	0	1	24	156640485	156640462	NA	NA
145_1	chr17	-	24	0	0	1	24	80887013	80887036	NA	NA
146_1	chr2	-	24	0	0	1	24	128480854	128480831	NA	NA
147_1	chr1	-	24	0	0	1	24	240307360	240307337	NA	NA
148_1	chr1	-	24	0	0	1	24	193155597	193155574	NA	NA
149_1	chr9	-	24	0	0	1	24	133569218	133569241	NA	NA
150_1	chr7	-	24	0	0	1	24	99711707	99711684	NA	NA
151_1	chr11	-	24	0	0	1	24	28058064	28058041	NA	NA
152_1	chr1	-	24	0	0	1	24	48791110	48791087	NA	NA
153_1	chr14	-	24	0	0	1	24	21840108	21840085	NA	NA
154_1	chr7	-	24	0	0	1	24	27064363	27064386	NA	NA
155_1	chr1	-	24	0	0	1	24	54722856	54722833	NA	NA
156_1	chr21	-	24	0	0	1	24	34911617	34911594	NA	NA
157_1	chr3	-	24	0	0	1	24	23244657	23244680	NA	NA
158_1	chr13	-	24	0	0	1	24	79942978	79942955	NA	NA
159_2	chr22	-	24	0	0	1	24	24236655	24236678	NA	NA
160_1	chr8	-	24	0	0	1	24	121322261	121322284	NA	NA
161_1	chr8	-	24	0	0	1	24	144663439	144663416	NA	NA
162_1	chr6	-	24	0	0	1	24	126136440	126136463	NA	NA
163_2	chr15	-	24	0	0	1	24	45007641	45007664	NA	NA
164_1	chr17	-	24	0	0	1	24	12897085	12897062	NA	NA
165_1	chr19	-	24	0	0	1	24	54606434	54606457	NA	NA
166_1	chr5	-	24	0	0	1	24	137676876	137676899	NA	NA
167_1	chr1	-	24	0	0	1	24	95392453	95392430	NA	NA
168_1	chr2	-	24	0	0	1	24	220166951	220166928	NA	NA
169_1	chr6	-	24	0	0	1	24	33169880	33169903	NA	NA
170_1	chr12	-	24	0	0	1	24	132561099	132561122	NA	NA
171_1	chr13	-	24	0	0	1	24	111896598	111896621	NA	NA
172_20	chr5	-	24	0	0	1	24	71146886	71146909	NA	NA
173_1	chr19	-	24	0	0	1	24	59059188	59059211	NA	NA
174_1	chr2	-	24	0	0	1	24	85777719	85777696	NA	NA
175_1	chr3	-	24	0	0	1	24	120068047	120068024	NA	NA
176_1	chr17	-	24	0	0	1	24	16285327	16285350	NA	NA
177_2	chr4	-	24	0	0	1	24	157892257	157892234	NA	NA
178_1	chr9	-	24	0	0	1	24	21802724	21802747	NA	NA
179_1	chr21	-	24	0	0	1	24	9827128	9827151	NA	NA
180_1	chr8	-	24	0	0	1	24	28967554	28967531	NA	NA
181_1	chr22	-	24	0	0	1	24	41982169	41982146	NA	NA
182_1	chr19	-	24	0	0	1	24	54963366	54963389	NA	NA
183_1	chr10	-	24	0	0	1	24	3155336	3155359	NA	NA
184_1	chr2	-	24	0	0	1	24	189870957	189870980	NA	NA
185_1	chr19	-	24	0	0	1	24	41798289	41798312	NA	NA
186_1	chr19	-	24	0	0	1	24	18391432	18391409	NA	NA
187_1	chr2	-	24	0	0	1	24	172750731	172750708	NA	NA
188_1	chr11	-	24	0	0	1	24	88068217	88068194	NA	NA
189_1	chr5	-	24	0	0	1	24	126145884	126145907	NA	NA
190_1	chr4	-	24	0	0	1	24	120158587	120158610	NA	NA
191_1	chr19	-	24	0	0	1	24	42806470	42806447	NA	NA
192_1	chr1	-	24	0	0	1	24	156906716	156906693	NA	NA
193_1	chr9	-	24	0	0	1	24	117877339	117877316	NA	NA
194_1	chr7	-	24	0	0	1	24	192469	192492	NA	NA
195_1	chr1	-	24	0	0	1	24	223958166	223958189	NA	NA
196_1	chr12	-	24	0	0	1	24	98926835	98926858	NA	NA
197_1	chr16	-	24	0	0	1	24	89940158	89940181	NA	NA
198_1	chr22	-	24	0	0	1	24	29904496	29904473	NA	NA
199_1	chr22	-	24	0	0	1	24	42998989	42998966	NA	NA
200_1	chr6	-	24	0	0	1	24	160206957	160206934	NA	NA
201_1	chr3	-	24	0	0	1	24	47957464	47957441	NA	NA
202_1	chr1	-	24	0	0	1	24	9656940	9656963	NA	NA
203_1	chr3	-	24	0	0	1	24	149238754	149238731	NA	NA
204_1	chr18	-	24	0	0	1	24	77806085	77806108	NA	NA
205_1	chr8	-	24	0	0	1	24	146017451	146017428	NA	NA
206_1	chr2	-	24	0	0	1	24	106774543	106774520	NA	NA
207_1	chr1	-	24	0	0	1	24	186302385	186302362	NA	NA
208_1	chr12	-	24	0	0	1	24	69218406	69218429	NA	NA
209_1	chr7	-	24	0	0	1	24	81589068	81589045	NA	NA
210_1	chr17	-	24	0	0	1	24	33433478	33433455	NA	NA
211_1	chr3	-	24	0	0	1	24	29781272	29781295	NA	NA
212_1	chr9	-	24	0	0	1	24	136234249	136234226	NA	NA
213_1	chr19	-	24	0	0	1	24	55857582	55857605	NA	NA
214_1	chr11	-	24	0	0	1	24	17139094	17139071	NA	NA
215_1	chr4	-	24	0	0	1	24	17816901	17816924	NA	NA
216_1	chr4	-	24	0	0	1	24	20676491	20676468	NA	NA
